Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.015138130719317513,500,-1,0,776.0,0,6,904,2.8944014989567564e-13,18724528.0,-1,13687546.0,1e-14,-1,2.9634951845852574e-15
0.0002,0.015138130719317513,500,-1,6,4148.0,1,7,1,2.0592668537672804e-12,18724528.0,326,544128227.0,1e-14,359,1.1780938529897284e-13
0.0002,0.015138130719317513,500,-1,6,4222.0,1,10,1,2.0262999052787903e-12,18724528.0,330,694800009.0,1e-14,356,1.5043138345772823e-13
0.0002,0.015138130719317513,500,369,6,6328.0,1,8,1,3.012405380470366e-12,18724528.0,276,888694582.0,1e-14,300,1.9241156262225605e-13
0.0002,0.015138130719317513,500,421,6,8187.0,1,8,1,3.90978164413453e-12,18724528.0,306,569328675.0,1e-14,333,1.232655427648465e-13
0.0002,0.015138130719317513,500,-1,6,5194.0,1,10,1,2.4365897686809897e-12,18724528.0,290,806074870.0,1e-14,320,1.7452354101021373e-13
0.0002,0.015138130719317513,500,395,6,7054.0,1,9,1,3.4113138027885e-12,18724528.0,297,815042509.0,1e-14,321,1.764651275439577e-13
0.0002,0.015138130719317513,500,-1,6,5804.0,0,5,1,2.8382366615786613e-12,18724528.0,348,464971709.0,1e-14,372,1.0067118098378465e-13
0.0002,0.015138130719317513,500,407,6,6542.0,0,7,1,3.156996308410049e-12,18724528.0,300,448368176.0,1e-14,323,9.707634447382134e-14
0.0002,0.015138130719317513,500,390,6,6811.0,1,13,1,3.2453361165715645e-12,18724528.0,297,1251797834.0,1e-14,320,2.7102716974490944e-13
0.0002,0.015138130719317513,500,-1,6,5341.0,1,9,1,2.575657222627144e-12,18724528.0,319,772409797.0,1e-14,350,1.6723470474078969e-13
0.0002,0.015138130719317513,500,-1,6,4780.0,1,9,1,2.1195670275224945e-12,18724528.0,304,613705840.0,1e-14,333,1.3287365767332202e-13
0.0002,0.015138130719317513,500,-1,6,5114.0,0,4,1,2.248817003013778e-12,18724528.0,335,428061510.0,1e-14,369,9.26797413934751e-14
0.0002,0.015138130719317513,500,-1,6,4916.0,0,8,1,2.2496161184150955e-12,18724528.0,315,383762989.0,1e-14,343,8.308865372387026e-14
0.0002,0.015138130719317513,500,-1,6,5250.0,0,11,1,2.350327810431354e-12,18724528.0,352,229427483.0,1e-14,437,4.9673421450566534e-14
0.0002,0.015138130719317513,500,-1,6,3303.0,1,14,1,1.6432885136279166e-12,18724528.0,302,632778797.0,1e-14,334,1.3700315000345215e-13
0.0002,0.015138130719317513,500,416,6,6579.0,0,9,1,3.1958947034834457e-12,18724528.0,313,371214609.0,1e-14,335,8.037179975279711e-14
0.0002,0.015138130719317513,500,-1,6,3399.0,0,9,1,1.6824401207870152e-12,18724528.0,345,428781042.0,1e-14,368,9.283552750861618e-14
0.0002,0.015138130719317513,500,-1,6,5851.0,1,6,1,2.924748067232274e-12,18724528.0,337,489705654.0,1e-14,365,1.0602633572834563e-13
0.0002,0.015138130719317513,500,-1,6,5288.0,0,7,1,2.643303959070611e-12,18724528.0,348,270855324.0,1e-14,439,5.864297722859012e-14
0.0002,0.015138130719317513,500,-1,6,4837.0,1,10,1,2.4767994605534544e-12,18724528.0,306,905792711.0,1e-14,328,1.9611348427840354e-13
0.0002,0.015138130719317513,500,-1,6,4969.0,1,8,1,2.6401182218718187e-12,18724528.0,312,972440428.0,1e-14,341,2.1054340388511045e-13
0.0002,0.015138130719317513,500,438,6,6105.0,1,9,1,3.229857171693485e-12,18724528.0,328,1521240165.0,1e-14,355,3.293642193841895e-13
0.0002,0.015138130719317513,500,389,6,6910.0,1,11,1,3.667114620954492e-12,18724528.0,299,630642641.0,1e-14,321,1.3654065014997063e-13
0.0002,0.015138130719317513,500,394,6,6746.0,1,11,1,3.5876838981001727e-12,18724528.0,303,873353797.0,1e-14,327,1.8909012410615822e-13
0.0002,0.015138130719317513,500,-1,6,5059.0,1,7,1,2.6917229757101017e-12,18724528.0,340,530575308.0,1e-14,366,1.148750382514031e-13
0.0002,0.015138130719317513,500,402,6,5785.0,1,8,1,3.0531758020697522e-12,18724528.0,312,940675606.0,1e-14,335,2.0366599159833464e-13
0.0002,0.015138130719317513,500,-1,6,4534.0,1,9,1,2.373353568191016e-12,18724528.0,310,499673105.0,1e-14,338,1.0818439189422732e-13
