Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.016152421797442428,500,-1,6,6473.0,0,7,1,2.5629672376729336e-12,18724528.0,485,430040215.0,1e-14,529,9.310815147803031e-14
0.0002,0.016152421797442428,500,-1,0,6682.0,0,6,1257,2.4939499873379096e-12,18724528.0,466,64757281.0,1e-14,597,1.4020620673007004e-14
0.0002,0.016152421797442428,500,645,6,8285.0,1,7,1,3.273483434342106e-12,18724528.0,445,583545784.0,1e-14,482,1.2634369381253802e-13
0.0002,0.016152421797442428,500,585,6,11653.0,1,10,1,4.5998993463371e-12,18724528.0,446,631749178.0,1e-14,480,1.3678022684772666e-13
0.0002,0.016152421797442428,500,-1,0,4576.0,0,5,1099,1.7017281824546787e-12,18724528.0,418,44187027.0,1e-14,-1,9.5669480661938e-15
0.0002,0.016152421797442428,500,548,6,8890.0,0,9,1,3.5162418703511442e-12,18724528.0,400,420398155.0,1e-14,432,9.102054582691657e-14
0.0002,0.016152421797442428,500,600,6,9796.0,1,10,1,3.914442238700681e-12,18724528.0,406,631722323.0,1e-14,450,1.3677441246265127e-13
0.0002,0.016152421797442428,500,-1,6,5184.0,1,8,1,2.132124524822317e-12,18724528.0,469,530816991.0,1e-14,509,1.1492736511895811e-13
0.0002,0.016152421797442428,500,643,6,9175.0,1,9,1,3.842090243557326e-12,18724528.0,452,490036977.0,1e-14,495,1.0609807058242712e-13
0.0002,0.016152421797442428,500,-1,0,6398.0,0,6,1247,2.5083329774632318e-12,18724528.0,476,76119946.0,1e-14,551,1.6480755090933747e-14
0.0002,0.016152421797442428,500,637,6,9298.0,0,9,1,3.894754487044546e-12,18724528.0,466,402200773.0,1e-14,502,8.708062453430057e-14
0.0002,0.016152421797442428,500,-1,6,5241.0,0,10,1,2.1545781150470277e-12,18724528.0,428,395761789.0,1e-14,484,8.568651794443994e-14
0.0002,0.016152421797442428,500,602,6,10322.0,0,7,1,4.28648336209815e-12,18724528.0,446,473529130.0,1e-14,480,1.0252395108048202e-13
0.0002,0.016152421797442428,500,637,6,9757.0,1,10,1,3.7726140566959305e-12,18724528.0,447,604291473.0,1e-14,480,1.3083534991016148e-13
0.0002,0.016152421797442428,500,-1,6,6529.0,1,7,1,2.8031607774902777e-12,18724528.0,434,499131634.0,1e-14,483,1.0806715782603918e-13
0.0002,0.016152421797442428,500,-1,6,7684.0,1,4,1,2.8270016070300054e-12,18724528.0,439,639634785.0,1e-14,480,1.384875422695001e-13
0.0002,0.016152421797442428,500,-1,0,928.0,0,2,845,2.908945946685464e-13,18724528.0,-1,13072610.0,1e-14,-1,2.830355184556902e-15
0.0002,0.016152421797442428,500,-1,6,6007.0,1,7,1,2.2593514024015514e-12,18724528.0,488,801772706.0,1e-14,533,1.7359207803669775e-13
0.0002,0.016152421797442428,500,584,6,9617.0,0,8,1,3.4203116508381813e-12,18724528.0,423,189272875.0,1e-14,463,4.097953377728244e-14
0.0002,0.016152421797442428,500,-1,0,7905.0,0,6,1404,2.913340025471814e-12,18724528.0,478,85238815.0,1e-14,523,1.8455084482803097e-14
0.0002,0.016152421797442428,500,642,6,9362.0,0,11,1,3.398691548329706e-12,18724528.0,445,422734789.0,1e-14,481,9.15264512395548e-14
0.0002,0.016152421797442428,500,-1,6,5653.0,1,11,1,2.185514792636031e-12,18724528.0,440,820995636.0,1e-14,516,1.777540410714609e-13
0.0002,0.016152421797442428,500,-1,0,7504.0,0,7,1300,2.7229966323678036e-12,18724528.0,466,72277335.0,1e-14,582,1.5648790091894885e-14
0.0002,0.016152421797442428,500,-1,0,5796.0,0,7,1265,2.065388818189404e-12,18724528.0,452,60635615.0,1e-14,504,1.3128237382133044e-14
0.0002,0.016152421797442428,500,579,6,9740.0,0,11,1,3.747183165721567e-12,18724528.0,419,393667792.0,1e-14,452,8.523314595021712e-14
0.0002,0.016152421797442428,500,-1,6,6085.0,0,8,1,2.35201197418638e-12,18724528.0,416,265488782.0,1e-14,457,5.748106541657689e-14
0.0002,0.016152421797442428,500,695,6,10411.0,1,6,1,3.978358231199042e-12,18724528.0,460,520615271.0,1e-14,497,1.1271858729315305e-13
0.0002,0.016152421797442428,500,-1,6,4265.0,1,8,1,1.6825625166781263e-12,18724528.0,380,565730856.0,1e-14,719,1.2248657776399772e-13
0.0002,0.016152421797442428,500,-1,6,5260.0,1,9,1,2.1039729744912165e-12,18724528.0,426,516864234.0,1e-14,486,1.119064490116305e-13
0.0002,0.016152421797442428,500,-1,6,6306.0,1,11,1,2.48761537967082e-12,18724528.0,475,790545039.0,1e-14,526,1.7116117208112145e-13
0.0002,0.016152421797442428,500,-1,0,5992.0,0,5,1337,2.2691952613418156e-12,18724528.0,548,47829272.0,1e-14,680,1.0355531755233445e-14
0.0002,0.016152421797442428,500,830,6,8132.0,1,8,1,3.2684424625094596e-12,18724528.0,446,733708090.0,1e-14,490,1.5885538515130817e-13
0.0002,0.016152421797442428,500,-1,0,6225.0,0,6,1282,2.36135891505806e-12,18724528.0,456,61830137.0,1e-14,548,1.3386863741809294e-14
0.0002,0.016152421797442428,500,-1,0,5053.0,0,4,1211,1.9410169387846733e-12,18724528.0,438,55397195.0,1e-14,489,1.1994065307399182e-14
0.0002,0.016152421797442428,500,-1,6,6589.0,0,7,1,2.601103736770849e-12,18724528.0,423,373832479.0,1e-14,462,8.093859566631371e-14
0.0002,0.016152421797442428,500,-1,0,5568.0,0,4,1312,2.089774540157988e-12,18724528.0,555,43190566.0,1e-14,-1,9.351203960192116e-15
0.0002,0.016152421797442428,500,-1,6,6957.0,0,11,1,2.745705870635997e-12,18724528.0,399,299112600.0,1e-14,439,6.476096955208602e-14
0.0002,0.016152421797442428,500,673,6,7866.0,0,8,1,3.166276153378102e-12,18724528.0,421,477342738.0,1e-14,459,1.0334963663024354e-13
0.0002,0.016152421797442428,500,733,6,8625.0,0,12,1,3.308832111061452e-12,18724528.0,440,440702324.0,1e-14,477,9.541660828095352e-14
0.0002,0.016152421797442428,500,-1,0,3854.0,0,5,1177,1.5311475395376906e-12,18724528.0,540,39879984.0,1e-14,-1,8.634428738748139e-15
0.0002,0.016152421797442428,500,587,6,9477.0,0,11,1,3.690666134227423e-12,18724528.0,428,427697473.0,1e-14,460,9.260092362025906e-14
0.0002,0.016152421797442428,500,642,6,10095.0,1,9,1,3.9735211601405005e-12,18724528.0,462,747214666.0,1e-14,498,1.6177969846037282e-13
0.0002,0.016152421797442428,500,-1,0,2262.0,0,2,990,8.662398533415335e-13,18724528.0,484,38023084.0,1e-14,-1,8.232390695679179e-15
