Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.015944976277389097,500,-1,0,295.0,0,5,658,8.215231017435829e-14,18724528.0,-1,3659068.0,1e-14,-1,7.922260424235294e-16
0.0002,0.015944976277389097,500,-1,6,5081.0,1,8,1,2.245478802700482e-12,18724528.0,422,530772571.0,1e-14,458,1.1491774772982958e-13
0.0002,0.015944976277389097,500,-1,6,5936.0,0,8,1,2.9179124843094108e-12,18724528.0,420,345659316.0,1e-14,450,7.483881467671655e-14
0.0002,0.015944976277389097,500,-1,6,5798.0,0,9,1,2.5997391411893272e-12,18724528.0,413,316129331.0,1e-14,449,6.844526769989728e-14
0.0002,0.015944976277389097,500,-1,0,877.0,0,7,839,3.4003209349697034e-13,18724528.0,-1,16161130.0,1e-14,-1,3.499051687750042e-15
0.0002,0.015944976277389097,500,570,6,7240.0,0,8,1,3.2601252484768623e-12,18724528.0,416,474714937.0,1e-14,447,1.0278069055257917e-13
0.0002,0.015944976277389097,500,-1,6,3969.0,0,7,1,1.838270556026926e-12,18724528.0,456,406382458.0,1e-14,494,8.798600255903586e-14
0.0002,0.015944976277389097,500,-1,6,6274.0,1,10,1,2.8352976556616786e-12,18724528.0,419,1101731704.0,1e-14,457,2.3853630150422234e-13
0.0002,0.015944976277389097,500,542,6,7360.0,0,7,1,3.319759204339215e-12,18724528.0,392,412509905.0,1e-14,421,8.931265816832491e-14
0.0002,0.015944976277389097,500,548,6,6798.0,0,9,1,3.050621728363717e-12,18724528.0,391,311990520.0,1e-14,421,6.754917233931119e-14
0.0002,0.015944976277389097,500,-1,6,5158.0,1,12,1,2.4370704309370328e-12,18724528.0,384,835183751.0,1e-14,421,1.808259146184681e-13
0.0002,0.015944976277389097,500,-1,0,997.0,0,2,896,4.1292356333104465e-13,18724528.0,464,20437868.0,1e-14,-1,4.425009669460773e-15
0.0002,0.015944976277389097,500,-1,6,5647.0,0,13,1,2.510580619976914e-12,18724528.0,413,337290473.0,1e-14,443,7.302687366617685e-14
0.0002,0.015944976277389097,500,-1,0,1192.0,0,4,914,4.4223225163776007e-13,18724528.0,496,23569085.0,1e-14,-1,5.102950514473569e-15
0.0002,0.015944976277389097,500,-1,6,6668.0,1,5,1,2.958417354249508e-12,18724528.0,403,499326100.0,1e-14,433,1.0810926172505551e-13
0.0002,0.015944976277389097,500,596,6,9392.0,1,11,1,4.1667143250760095e-12,18724528.0,421,490381815.0,1e-14,454,1.0617273157370056e-13
0.0002,0.015944976277389097,500,-1,6,4634.0,1,8,1,2.0333773235352377e-12,18724528.0,418,880686303.0,1e-14,512,1.9067768744453468e-13
0.0002,0.015944976277389097,500,481,6,8422.0,1,11,1,3.977158063742725e-12,18724528.0,351,581284170.0,1e-14,381,1.2585403100531218e-13
0.0002,0.015944976277389097,500,544,6,8719.0,1,6,1,3.8692051226968305e-12,18724528.0,396,603806572.0,1e-14,428,1.3073036383168583e-13
0.0002,0.015944976277389097,500,-1,6,4390.0,0,8,1,1.8824282952579374e-12,18724528.0,411,347477929.0,1e-14,448,7.523256318854802e-14
0.0002,0.015944976277389097,500,798,0,7577.0,0,11,1392,3.205692254326992e-12,18724528.0,511,71453603.0,1e-14,607,1.5470443599734136e-14
0.0002,0.015944976277389097,500,-1,6,6520.0,0,10,1,2.9730098339302374e-12,18724528.0,392,389509421.0,1e-14,437,8.433281564745736e-14
0.0002,0.015944976277389097,500,524,6,9690.0,1,12,1,4.50504464646534e-12,18724528.0,392,551623176.0,1e-14,429,1.1943211922587335e-13
0.0002,0.015944976277389097,500,551,6,8190.0,0,6,1,3.763894212031471e-12,18724528.0,421,447699490.0,1e-14,451,9.693156704322858e-14
0.0002,0.015944976277389097,500,619,6,7418.0,0,8,1,3.46857102336485e-12,18724528.0,383,450325822.0,1e-14,422,9.750019506720917e-14
0.0002,0.015944976277389097,500,601,6,7143.0,0,15,1,3.253667793494612e-12,18724528.0,396,425590134.0,1e-14,432,9.214466294513226e-14
0.0002,0.015944976277389097,500,795,0,7405.0,0,6,1360,3.300744177361073e-12,18724528.0,447,73876308.0,1e-14,592,1.5994984273509456e-14
0.0002,0.015944976277389097,500,-1,6,27.0,0,8,1,1.2846182872010128e-14,18724528.0,-1,18426847.0,1e-14,-1,4.9912511000066325e-15
0.0002,0.015944976277389097,500,-1,0,1850.0,0,4,954,7.702834183240556e-13,18724528.0,472,39943745.0,1e-14,-1,8.648233654287005e-15
0.0002,0.015944976277389097,500,585,6,9041.0,1,14,1,4.1209050333098096e-12,18724528.0,383,570502619.0,1e-14,423,1.235197137748271e-13
0.0002,0.015944976277389097,500,596,6,7078.0,0,11,1,3.2529399279642224e-12,18724528.0,409,427255454.0,1e-14,444,9.250522193801481e-14
0.0002,0.015944976277389097,500,574,6,6491.0,0,15,1,3.008291105136187e-12,18724528.0,374,457261570.0,1e-14,431,9.900185619766272e-14
0.0002,0.015944976277389097,500,649,6,6500.0,0,6,1,3.0020537963480916e-12,18724528.0,460,359849144.0,1e-14,495,7.79110591059294e-14
0.0002,0.015944976277389097,500,-1,0,1482.0,0,8,974,6.13369021055413e-13,18724528.0,481,33592363.0,1e-14,-1,7.273093802887674e-15
0.0002,0.015944976277389097,500,-1,6,28.0,0,3,1,1.3688445102633011e-14,18724528.0,40,20494503.0,1e-14,-1,5.497296811342908e-15
0.0002,0.015944976277389097,500,598,6,6826.0,0,10,1,3.1828031392715684e-12,18724528.0,413,400690593.0,1e-14,448,8.675365495495768e-14
