0	0	0	0	56499.8	204.608	50.0296
0.00024	0	0	0	56504	204.658	50.0207
0.00048	0	0	0	56508.2	204.708	50.0119
0.00072	0	0	0	56512.4	204.758	50.003
0.00096	0	0	0	56516.7	204.809	49.994
0.0012	0	0	0	56521.1	204.861	49.9848
0.00144	0	0	0	56525.5	204.913	49.9756
0.00168	0	0	0	56529.9	204.966	49.9664
0.00192	0	0	0	56534.4	205.02	49.9569
0.00216	0	0	0	56539	205.074	49.9473
0.0024	0	0	0	56543.6	205.129	49.9377
0.00264	0	0	0	56548.2	205.184	49.928
0.00288	0	0	0	56553	205.241	49.918
0.00312	0	0	0	56557.7	205.298	49.908
0.00336	0	0	0	56562.5	205.355	49.898
0.0036	0	0	0	56567.5	205.414	49.8876
0.00384	0	0	0	56572.5	205.473	49.8772
0.00408	0	0	0	56577.4	205.533	49.8668
0.00432	0	0	0	56582.5	205.593	49.8563
0.00456	0	0	0	56587.7	205.655	49.8454
0.0048	0	0	0	56592.9	205.717	49.8345
0.00504	0	0	0	56598.1	205.779	49.8236
0.00528	0	0	0	56603.5	205.843	49.8125
0.00552	0	0	0	56609	205.909	49.8011
0.00576	0	0	0	56614.4	205.974	49.7897
0.006	0	0	0	56619.9	206.039	49.7784
0.00624	0	0	0	56625.6	206.108	49.7665
0.00648	0	0	0	56631.3	206.176	49.7546
0.00672	0	0	0	56637	206.244	49.7427
0.00696	0	0	0	56642.9	206.314	49.7306
0.0072	0	0	0	56648.9	206.386	49.7182
0.00744	0	0	0	56654.9	206.458	49.7058
0.00768	0	0	0	56660.8	206.529	49.6934
0.00792	0	0	0	56667.1	206.604	49.6805
0.00816	0	0	0	56673.4	206.679	49.6675
0.0084	0	0	0	56679.6	206.755	49.6545
0.00864	0	0	0	56686	206.831	49.6413
0.00888	0	0	0	56692.6	206.91	49.6277
0.00912	0	0	0	56699.2	206.989	49.6141
0.00936	0	0	0	56705.8	207.068	49.6006
0.0096	0	0	0	56712.6	207.15	49.5865
0.00984	0	1	0	56719.5	207.233	49.5723
0.01008	0	0	0	56726.4	207.316	49.558
0.01032	0	0	0	56733.4	207.4	49.5437
0.01056	0	0	0	56740.7	207.487	49.5288
0.0108	0	0	0	56747.9	207.574	49.5139
0.01104	0	1	0	56755.2	207.662	49.499
0.01128	0	0	0	56762.7	207.752	49.4837
0.01152	0	2	0	56770.3	207.844	49.468
0.01176	0	0	0	56778	207.936	49.4524
0.012	0	0	0	56785.6	208.028	49.4368
0.01224	0	0	0	56793.7	208.125	49.4203
0.01248	0	0	0	56801.7	208.221	49.4039
0.01272	0	3	0	56809.8	208.318	49.3875
0.01296	0	0	2	56818	208.418	49.3707
0.0132	0	0	0	56826.5	208.52	49.3535
0.01344	0	0	0	56834.9	208.622	49.3362
0.01368	0	1	1	56843.4	208.725	49.319
0.01392	0	1	0	56852.3	208.832	49.301
0.01416	0	0	0	56861.2	208.94	49.2829
0.0144	0	0	0	56870.2	209.048	49.2648
0.01464	0	0	0	56879.3	209.158	49.2464
0.01488	0	3	0	56888.7	209.272	49.2273
0.01512	0	2	0	56898.1	209.386	49.2083
0.01536	0	1	0	56907.5	209.5	49.1892
0.0156	0	0	1	56917.4	209.619	49.1695
0.01584	0	0	0	56927.3	209.74	49.1494
0.01608	0	1	0	56937.3	209.861	49.1294
0.01632	0	1	1	56947.3	209.982	49.1092
0.01656	0	5	1	56957.9	210.11	49.088
0.0168	0	1	0	56968.4	210.238	49.0669
0.01704	0	3	0	56978.9	210.366	49.0458
0.01728	0	0	1	56989.8	210.498	49.024
0.01752	0	0	1	57001	210.634	49.0017
0.01776	0	5	2	57012.1	210.77	48.9795
0.018	0	4	1	57023.3	210.905	48.9572
0.01824	0	3	0	57035.1	211.049	48.9337
0.01848	0	4	0	57046.9	211.197	48.9135
0.01872	0	1	3	57058.7	211.349	48.8964
0.01896	0	8	1	57070.8	211.505	48.8788
0.0192	0	4	2	57083.4	211.666	48.8606
0.01944	0	3	1	57095.9	211.827	48.8425
0.01968	0	2	2	57108.5	211.988	48.8244
0.01992	0	4	3	57121.7	212.158	48.8053
0.02016	0	4	1	57135	212.33	48.7861
0.0204	0	3	4	57148.4	212.501	48.7669
0.02064	0	3	0	57162	212.676	48.7474
0.02088	0	4	0	57176.1	212.858	48.727
0.02112	0	6	0	57190.3	213.041	48.7067
0.02136	0	7	0	57204.4	213.223	48.6864
