0	0	0	0	56375.6	203.136	50.2929
0.00024	0	0	0	56378.9	203.175	50.2858
0.00048	0	0	0	56382.2	203.214	50.2787
0.00072	0	0	0	56385.5	203.254	50.2717
0.00096	0	0	0	56388.9	203.293	50.2645
0.0012	0	0	0	56392.4	203.334	50.2571
0.00144	0	0	0	56395.8	203.375	50.2497
0.00168	0	0	0	56399.3	203.416	50.2423
0.00192	0	0	0	56402.9	203.459	50.2347
0.00216	0	0	0	56406.5	203.502	50.227
0.0024	0	0	0	56410.1	203.545	50.2193
0.00264	0	0	0	56413.8	203.588	50.2115
0.00288	0	0	0	56417.6	203.633	50.2034
0.00312	0	0	0	56421.4	203.678	50.1954
0.00336	0	0	0	56425.2	203.723	50.1873
0.0036	0	0	0	56429.1	203.769	50.179
0.00384	0	0	0	56433.1	203.816	50.1706
0.00408	0	0	0	56437	203.863	50.1622
0.00432	0	0	0	56441	203.911	50.1537
0.00456	0	0	0	56445.2	203.96	50.1449
0.0048	0	0	0	56449.4	204.009	50.1361
0.00504	0	0	0	56453.5	204.059	50.1273
0.00528	0	0	0	56457.8	204.109	50.1183
0.00552	0	0	0	56462.1	204.161	50.109
0.00576	0	0	0	56466.5	204.213	50.0998
0.006	0	0	0	56470.9	204.264	50.0906
0.00624	0	0	0	56475.4	204.319	50.0809
0.00648	0	0	0	56480	204.373	50.0713
0.00672	0	0	0	56484.6	204.427	50.0616
0.00696	0	0	0	56489.3	204.483	50.0518
0.0072	0	0	0	56494.1	204.54	50.0417
0.00744	0	0	0	56498.9	204.597	50.0315
0.00768	0	0	0	56503.7	204.654	50.0214
0.00792	0	0	0	56508.7	204.714	50.0109
0.00816	0	0	0	56513.7	204.774	50.0002
0.0084	0	0	0	56518.8	204.834	49.9896
0.00864	0	0	0	56523.9	204.895	49.9789
0.00888	0	0	0	56529.2	204.958	49.9677
0.00912	0	0	0	56534.5	205.021	49.9566
0.00936	0	0	0	56539.8	205.085	49.9454
0.0096	0	0	0	56545.4	205.15	49.9339
0.00984	0	1	0	56550.9	205.217	49.9222
0.01008	0	0	0	56556.5	205.283	49.9105
0.01032	0	0	0	56562.2	205.35	49.8987
0.01056	0	0	0	56568	205.42	49.8864
0.0108	0	0	0	56573.9	205.491	49.8741
0.01104	0	1	0	56579.8	205.561	49.8618
0.01128	0	0	0	56585.9	205.633	49.8492
0.01152	0	2	0	56592.1	205.707	49.8362
0.01176	0	0	0	56598.3	205.781	49.8233
0.012	0	0	0	56604.5	205.855	49.8104
0.01224	0	0	0	56611	205.933	49.7968
0.01248	0	0	0	56617.6	206.012	49.7831
0.01272	0	3	0	56624.1	206.09	49.7695
0.01296	0	0	2	56630.8	206.17	49.7556
0.0132	0	0	0	56637.8	206.253	49.7412
0.01344	0	0	0	56644.7	206.336	49.7269
0.01368	0	1	1	56651.6	206.419	49.7125
0.01392	0	1	0	56658.8	206.505	49.6975
0.01416	0	0	0	56666.2	206.593	49.6824
0.0144	0	0	0	56673.5	206.681	49.6672
0.01464	0	0	0	56680.9	206.77	49.6519
0.01488	0	3	0	56688.6	206.862	49.6359
0.01512	0	2	0	56696.4	206.955	49.6199
0.01536	0	1	0	56704.1	207.048	49.604
0.0156	0	0	1	56712.2	207.145	49.5874
0.01584	0	0	0	56720.4	207.243	49.5705
0.01608	0	1	0	56728.6	207.342	49.5536
0.01632	0	1	1	56736.9	207.441	49.5366
0.01656	0	5	1	56745.5	207.546	49.5188
0.0168	0	1	0	56754.2	207.65	49.501
0.01704	0	3	0	56762.9	207.755	49.4831
0.01728	0	0	1	56771.9	207.863	49.4647
0.01752	0	0	1	56781.2	207.974	49.4459
0.01776	0	5	2	56790.4	208.085	49.427
0.018	0	4	1	56799.6	208.196	49.4082
0.01824	0	3	0	56809.4	208.315	49.3882
0.01848	0	4	0	56819.2	208.433	49.3682
0.01872	0	1	3	56829	208.551	49.3482
0.01896	0	8	1	56839.1	208.673	49.3277
0.0192	0	4	2	56849.6	208.799	49.3065
0.01944	0	3	1	56860	208.925	49.2853
0.01968	0	2	2	56870.5	209.052	49.2641
0.01992	0	4	3	56881.5	209.185	49.2418
0.02016	0	4	1	56892.7	209.32	49.2193
0.0204	0	3	4	56903.8	209.455	49.1967
0.02064	0	3	0	56915.2	209.593	49.1739
0.02088	0	4	0	56927.1	209.736	49.1499
0.02112	0	6	0	56938.9	209.88	49.126
0.02136	0	7	0	56950.8	210.025	49.1022
0.0216	0	7	2	56963.3	210.176	49.0772
0.02184	0	6	0	56975.9	210.33	49.0518
0.02208	0	8	0	56988.6	210.484	49.0264
0.02232	0	9	4	57001.4	210.64	49.0008
0.02256	0	7	2	57015	210.805	48.9737
0.0228	0	6	3	57028.6	210.971	48.9466
0.02304	0	7	1	57042.2	211.137	48.9203
0.02328	0	8	1	57056.4	211.319	48.8997
0.02352	0	5	7	57071	211.506	48.8786
0.02376	0	19	2	57085.5	211.693	48.8575
0.024	0	13	3	57100.1	211.88	48.8365
0.02424	0	11	5	57115.7	212.081	48.8139
0.02448	0	13	3	57131.4	212.282	48.7914
0.02472	0	16	4	57147	212.484	48.7688
0.02496	0	17	2	57163.2	212.691	48.7456
0.0252	0	14	4	57180	212.908	48.7215
0.02544	0	15	6	57196.8	213.124	48.6974
0.02568	0	13	0	57213.6	213.341	48.6733
0.02592	0	17	4	57231.5	213.572	48.6477
0.02616	0	24	3	57249.6	213.805	48.6219
0.0264	0	24	4	57267.7	214.038	48.5961
0.02664	0	25	3	57286.1	214.277	48.5698
0.02688	0	27	4	57305.6	214.529	48.5421
0.02712	0	35	4	57325.1	214.781	48.5144
0.02736	0	30	5	57344.6	215.033	48.4868
0.0276	0	26	5	57365.3	215.3	48.4576
0.02784	0	33	4	57386.4	215.574	48.4278
0.02808	0	36	4	57407.5	215.847	48.3981
0.02832	0	27	8	57428.9	216.124	48.368
0.02856	0	37	9	57451.8	216.421	48.3359
0.0288	0	44	5	57474.6	216.717	48.3039
0.02904	0	52	9	57497.5	217.014	48.2719
0.02928	0	51	3	57521.5	217.325	48.2384
0.02952	0	42	6	57546.2	217.647	48.2039
0.02976	0	54	9	57571	217.969	48.1695
0.03	0	69	5	57595.7	218.291	48.1352
0.03024	0	77	8	57622.7	218.642	48.0979
0.03048	0	65	9	57649.6	218.994	48.0607
0.03072	0	74	9	57676.6	219.345	48.0235
0.03096	0	80	12	57704.6	219.711	47.985
0.0312	0	75	11	57734	220.095	47.9447
0.03144	0	71	5	57763.4	220.479	47.9045
0.03168	0	102	7	57792.9	220.864	47.8643
0.03192	0	88	7	57824.6	221.279	47.8212
0.03216	0	99	8	57856.7	221.699	47.7776
0.0324	0	119	11	57888.7	222.12	47.7342
0.03264	0	131	8	57921.7	222.552	47.6898
0.03288	0	139	7	57956.6	223.011	47.6427
0.03312	0	145	7	57991.6	223.471	47.5957
0.03336	0	160	6	58026.6	223.931	47.5489
0.0336	0	154	11	58063.9	224.422	47.4992
0.03384	0	193	9	58102.2	224.926	47.4483
0.03408	0	207	11	58140.4	225.43	47.3977
0.03432	0	250	7	58179.2	225.942	47.3465
0.03456	0	227	6	58221.2	226.497	47.2911
0.0348	0	229	10	58263.3	227.053	47.236
0.03504	0	233	7	58305.3	227.61	47.181
0.03528	0	279	6	58349.8	228.199	47.1231
0.03552	0	282	12	58396.1	228.813	47.0631
0.03576	0	335	4	58442.4	229.428	47.0033
0.036	0	349	10	58488.7	230.043	46.9438
0.03624	0	355	7	58539.6	230.721	46.8785
0.03648	0	401	6	58590.5	231.4	46.8135
0.03672	0	445	10	58641.5	232.079	46.7488
0.03696	0	469	6	58694.7	232.789	46.6816
0.0372	0	485	11	58750.8	233.54	46.6109
0.03744	0	519	1	58807	234.264	46.5251
0.03768	0	586	4	58863.1	234.969	46.4274
0.03792	0	614	5	58924.1	235.734	46.3213
0.03816	0	656	1	58986	236.51	46.2142
0.0384	0	759	2	59047.9	237.286	46.1073
0.03864	0	770	8	59111.5	238.084	45.9975
0.03888	0	801	4	59179.7	238.939	45.8803
0.03912	0	924	5	59247.8	239.794	45.7635
0.03936	0	1115	3	59316	240.649	45.6469
0.0396	0	999	7	59389.3	241.568	45.5219
0.03984	0	1139	2	59464.7	242.514	45.3937
0.04008	0	1156	13	59540.1	243.459	45.2659
0.04032	0	1438	13	59616.7	244.42	45.1364
0.04056	0	1322	3	59700.6	245.472	44.9949
0.0408	0	1439	4	59784.6	246.524	44.854
0.04104	0	1604	8	59868.5	247.575	44.7135
0.04128	0	1683	8	59957.6	248.691	44.5649
0.04152	0	1915	5	60050.6	249.855	44.4104
0.04176	0	1918	8	60143.6	251.018	44.2565
0.042	0	2100	8	60236.5	252.18	44.1031
0.04224	0	2332	5	60339.3	253.464	43.9343
0.04248	0	2548	10	60442	254.748	43.7661
0.04272	0	2575	11	60544.8	256.045	43.6108
0.04296	0	2937	12	60652.2	257.433	43.4748
0.0432	0	3063	9	60765.7	258.904	43.3322
0.04344	0	3211	8	60879.2	260.38	43.1909
0.04368	0	3578	5	60992.8	261.86	43.0508
0.04392	0	3945	7	61116.5	263.478	42.8996
0.04416	0	4016	5	61241.9	265.123	42.7479
0.0444	0	4338	5	61367.2	266.773	42.5977
0.04464	0	4811	5	61496.3	268.476	42.4446
0.04488	0	4856	10	61634.6	270.307	42.2823
0.04512	0	5403	5	61772.8	272.144	42.1218
0.04536	0	6017	2	61911.1	273.987	41.9631
0.0456	0	6148	6	62058.6	275.959	41.7957
0.04584	0	6692	4	62209.7	277.987	41.6263
0.04608	0	7341	6	62360.8	280.056	41.4281
0.04632	0	7734	6	62513.8	282.159	41.2197
0.04656	0	8222	7	62678.4	284.417	40.9978
0.0468	0	8766	6	62843	286.671	40.7779
0.04704	0	9729	2	63007.5	288.92	40.5601
0.04728	0	10273	4	63178.5	291.25	40.336
0.04752	0	10993	5	63354.2	293.64	40.108
0.04776	0	11907	2	63529.9	296.023	39.8823
0.048	0	12528	4	63705.6	298.399	39.6588
0.04824	0	13714	1	63892.1	300.913	39.4241
