Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot
0.00023999999999999998,0.02180247736782751,500,-1,0,36.0,0,8,476,3.243868300909961e-17
0.00023999999999999998,0.02180247736782751,500,-1,0,74.0,0,8,476,3.243868300909961e-17
0.00023999999999999998,0.02180247736782751,500,699,0,1664.0,0,8,1177,6.101801512439623e-13
0.00023999999999999998,0.02180247736782751,500,665,0,2257.0,0,8,1197,8.50170058849164e-13
0.00023999999999999998,0.02180247736782751,500,659,0,2854.0,0,8,1247,8.56086418790081e-13
0.00023999999999999998,0.02180247736782751,500,618,0,2862.0,0,8,1194,9.08537997736375e-13
0.00023999999999999998,0.02180247736782751,500,610,0,3018.0,0,8,1179,1.1387901149066623e-12
0.00023999999999999998,0.02180247736782751,500,631,0,3077.0,0,8,1237,1.1049359430505344e-12
0.00023999999999999998,0.02180247736782751,500,678,0,2343.0,0,8,1232,8.412564272451944e-13
0.00023999999999999998,0.02180247736782751,500,736,0,1400.0,0,8,1167,3.879748966048949e-13
0.00023999999999999998,0.02180247736782751,500,764,0,1414.0,0,8,1149,3.4655401468141327e-13
0.00023999999999999998,0.02180247736782751,500,638,0,2817.0,0,8,1279,1.109731767710704e-12
0.00023999999999999998,0.02180247736782751,500,751,0,1179.0,0,8,1140,3.2673581048093587e-13
0.00023999999999999998,0.02180247736782751,500,648,0,2472.0,0,8,1178,8.850675233611776e-13
0.00023999999999999998,0.02180247736782751,500,648,0,2853.0,0,8,1212,8.619863393069891e-13
0.00023999999999999998,0.02180247736782751,500,672,0,2296.0,0,8,1190,7.434210552908976e-13
0.00023999999999999998,0.02180247736782751,500,664,0,2746.0,0,8,1194,8.57931392570162e-13
0.00023999999999999998,0.02180247736782751,500,625,0,2341.0,0,8,1181,9.312386462142595e-13
0.00023999999999999998,0.02180247736782751,500,673,0,2045.0,0,8,1213,7.332947997124076e-13
0.00023999999999999998,0.02180247736782751,500,625,0,2998.0,0,8,1184,1.000003311255401e-12
0.00023999999999999998,0.02180247736782751,500,673,0,1782.0,0,8,1158,7.06613334300986e-13
0.00023999999999999998,0.02180247736782751,500,620,0,2863.0,0,8,1141,8.32420575541835e-13
0.00023999999999999998,0.02180247736782751,500,621,0,2867.0,0,8,1191,9.645146555323364e-13
0.00023999999999999998,0.02180247736782751,500,640,0,2024.0,0,8,1174,9.080354749681334e-13
0.00023999999999999998,0.02180247736782751,500,669,0,2160.0,0,8,1239,8.055413781412883e-13
0.00023999999999999998,0.02180247736782751,500,663,0,2312.0,0,8,1198,9.33570325586225e-13
0.00023999999999999998,0.02180247736782751,500,679,0,1844.0,0,8,1192,7.328726057379232e-13
0.00023999999999999998,0.02180247736782751,500,666,0,2588.0,0,8,1170,7.357111110979858e-13
0.00023999999999999998,0.02180247736782751,500,630,0,3047.0,0,8,1202,9.28766861899357e-13
0.00023999999999999998,0.02180247736782751,500,637,0,2776.0,0,8,1207,8.968588036078903e-13
0.00023999999999999998,0.02180247736782751,500,669,0,2071.0,0,8,1189,7.407074654867076e-13
0.00023999999999999998,0.02180247736782751,500,639,0,2849.0,0,8,1210,1.0127281959890443e-12
0.00023999999999999998,0.02180247736782751,500,719,0,2013.0,0,8,1179,5.464555794818622e-13
0.00023999999999999998,0.02180247736782751,500,827,0,1012.0,0,8,1118,1.7992647608153714e-13
0.00023999999999999998,0.02180247736782751,500,709,0,2186.0,0,8,1190,6.551525958059514e-13
0.00023999999999999998,0.02180247736782751,500,712,0,1490.0,0,8,1170,5.721528037504275e-13
0.00023999999999999998,0.02180247736782751,500,640,0,2354.0,0,8,1166,8.772623404447234e-13
0.00023999999999999998,0.02180247736782751,500,645,0,2553.0,0,8,1159,8.881840681292002e-13
0.00023999999999999998,0.02180247736782751,500,654,0,1825.0,0,8,1164,7.738121466464756e-13
0.00023999999999999998,0.02180247736782751,500,701,0,2153.0,0,8,1173,6.323426573659432e-13
0.00023999999999999998,0.02180247736782751,500,687,0,1918.0,0,8,1163,5.647821336230331e-13
0.00023999999999999998,0.02180247736782751,500,709,0,1918.0,0,8,1163,5.454089193525885e-13
0.00023999999999999998,0.02180247736782751,500,653,0,1591.0,0,8,1159,7.364618668729027e-13
0.00023999999999999998,0.02180247736782751,500,635,0,2478.0,0,8,1203,1.0075772972397121e-12
0.00023999999999999998,0.02180247736782751,500,686,0,1594.0,0,8,1213,7.509395335126844e-13
0.00023999999999999998,0.02180247736782751,500,628,0,1927.0,0,8,1223,1.0309188871851414e-12
0.00023999999999999998,0.02180247736782751,500,686,0,1702.0,0,8,1174,6.693188404277745e-13
0.00023999999999999998,0.02180247736782751,500,620,0,2106.0,0,8,1214,1.0324056650823001e-12
