Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,classicStreamer,elecLimit,nCluster,size,finalChargesTot,totalInducedCharge,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.015168259620886143,500,-1,0,238.0,0,0,0,3,505,3.2788065261653704e-15,3.2495522414357147e-15,18724528.0,-1,294580.0,1e-14,-1,6.05088653257e-17
0.0002,0.015168259620886143,500,-1,0,1892.0,0,0,0,4,619,1.7671103044612067e-13,1.5876475925777256e-13,18724528.0,-1,8336971.0,1e-14,-1,1.7124742191026763e-15
0.0002,0.015168259620886143,500,-1,0,3802.0,0,0,0,6,669,2.3153380469543097e-13,2.070315510296708e-13,18724528.0,-1,11164823.0,1e-14,-1,2.2933354989893326e-15
0.0002,0.015168259620886143,500,-1,0,7493.0,0,0,0,8,657,4.4745153738053754e-13,3.9372938411397683e-13,18724528.0,-1,18017334.0,1e-14,-1,3.700890883746882e-15
0.0002,0.015168259620886143,500,-1,0,8267.0,0,0,0,8,691,4.773675135470247e-13,4.167382036441237e-13,18724528.0,503,24906328.0,1e-14,-1,5.115940140911505e-15
0.0002,0.015168259620886143,500,-1,0,9370.0,0,0,0,3,776,6.187849224269583e-13,5.439351891648139e-13,18724528.0,498,26808953.0,1e-14,-1,5.5067530945753996e-15
0.0002,0.015168259620886143,500,-1,0,8378.0,0,0,0,8,765,5.510797368031983e-13,4.834886119400357e-13,18724528.0,466,22518262.0,1e-14,-1,4.625414090321231e-15
0.0002,0.015168259620886143,500,-1,0,11037.0,0,0,0,12,683,6.479919467953444e-13,5.619696280677674e-13,18724528.0,433,31003792.0,1e-14,-1,6.368403403876754e-15
0.0002,0.015168259620886143,500,586,0,11099.0,0,0,0,9,734,7.264575351885362e-13,6.363629849853623e-13,18724528.0,435,30712132.0,1e-14,-1,6.308494327697472e-15
0.0002,0.015168259620886143,500,-1,0,11170.0,0,0,0,7,712,6.945440208380134e-13,6.074419762697811e-13,18724528.0,432,29350617.0,1e-14,-1,6.0288292867105746e-15
0.0002,0.015168259620886143,500,434,0,12280.0,0,0,0,8,633,9.014744270930034e-13,7.776745329247446e-13,18724528.0,338,36235476.0,1e-14,-1,7.44302918492985e-15
0.0002,0.015168259620886143,500,585,0,12421.0,0,0,0,6,760,7.467707716820437e-13,6.501367997395408e-13,18724528.0,471,33252248.0,1e-14,-1,6.83025254942215e-15
0.0002,0.015168259620886143,500,-1,0,4329.0,0,0,0,6,606,2.0713907865043206e-13,1.843258897540578e-13,18724528.0,-1,8662460.0,1e-14,-1,1.7793320168689772e-15
0.0002,0.015168259620886143,500,606,0,12767.0,0,0,0,4,796,8.008767917391689e-13,6.885692490095779e-13,18724528.0,503,29346733.0,1e-14,-1,6.028031484982947e-15
0.0002,0.015168259620886143,500,-1,0,9132.0,0,0,0,6,716,4.920682845197148e-13,4.270101268566183e-13,18724528.0,482,22384337.0,1e-14,-1,4.597904925446681e-15
