Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.020067703883911516,500,-1,0,643.0,0,7,1090,1.210458038867671e-13,18724528.0,-1,4327387.0,1e-14,-1,9.369240137229014e-16
0.0002,0.020067703883911516,500,-1,0,3170.0,0,7,1252,1.110813396391753e-12,18724528.0,656,34921318.0,1e-14,-1,7.560826296574305e-15
0.0002,0.020067703883911516,500,-1,0,4212.0,1,14,1308,1.5173537251332883e-12,18724528.0,670,43689919.0,1e-14,-1,9.459319046045213e-15
0.0002,0.020067703883911516,500,-1,0,1120.0,0,9,1069,3.3062267553667466e-13,18724528.0,-1,9911095.0,1e-14,-1,2.145854509381521e-15
0.0002,0.020067703883911516,500,-1,0,155.0,0,7,719,8.897660922803831e-15,18724528.0,-1,346010.0,1e-14,-1,7.491474138741489e-17
0.0002,0.020067703883911516,500,-1,0,2.0,0,5,144,4.341032238425677e-19,18724528.0,-1,34.0,1e-14,-1,7.361351426756758e-21
0.0002,0.020067703883911516,500,-1,0,5343.0,0,13,1314,2.0042513032669935e-12,18724528.0,608,61183905.0,1e-14,665,1.3246947834302937e-14
0.0002,0.020067703883911516,500,-1,0,5118.0,0,10,1302,1.9009433396801937e-12,18724528.0,603,57860727.0,1e-14,658,1.2527445448665688e-14
0.0002,0.020067703883911516,500,-1,6,600.0,1,15,1,2.68226207570558e-13,18724528.0,42,843594503.0,1e-14,42,1.85150408065341e-13
0.0002,0.020067703883911516,500,-1,0,2992.0,0,4,1203,1.0871477453649473e-12,18724528.0,653,36347987.0,1e-14,-1,7.869714881240772e-15
0.0002,0.020067703883911516,500,-1,0,4246.0,0,17,1310,1.5480585049966195e-12,18724528.0,614,35713001.0,1e-14,-1,7.732233848973985e-15
0.0002,0.020067703883911516,500,-1,0,3852.0,0,9,1341,1.4635650451751074e-12,18724528.0,722,46197788.0,1e-14,783,1.0002298606082541e-14
0.0002,0.020067703883911516,500,-1,0,122.0,0,4,797,7.391890642681663e-15,18724528.0,-1,155500.0,1e-14,-1,3.366735726060812e-17
0.0002,0.020067703883911516,500,-1,0,6240.0,0,11,1347,2.438909086291899e-12,18724528.0,601,68602661.0,1e-14,663,1.485318518916647e-14
0.0002,0.020067703883911516,500,-1,0,3768.0,0,11,1333,1.4137907240621444e-12,18724528.0,682,41177989.0,1e-14,-1,8.91546023753306e-15
0.0002,0.020067703883911516,500,-1,0,5080.0,0,12,1325,1.955218083177781e-12,18724528.0,632,54550080.0,1e-14,707,1.1810656154049863e-14
0.0002,0.020067703883911516,500,-1,0,2671.0,0,9,1207,9.894617543344437e-13,18724528.0,677,24384308.0,1e-14,-1,5.279454720184595e-15
0.0002,0.020067703883911516,500,-1,0,62.0,0,5,700,1.5520339922256403e-15,18724528.0,-1,61413.0,1e-14,-1,1.3296549269747434e-17
0.0002,0.020067703883911516,500,-1,0,597.0,0,7,998,2.2045017141909336e-13,18724528.0,-1,6288347.0,1e-14,-1,1.3614921223644585e-15
0.0002,0.020067703883911516,500,-1,0,4763.0,0,8,1344,1.8215318429437237e-12,18724528.0,644,60541545.0,1e-14,696,1.3107870254817899e-14
0.0002,0.020067703883911516,500,-1,0,4392.0,0,10,1350,1.6193536447723046e-12,18724528.0,643,47395456.0,1e-14,703,1.0261606107276092e-14
0.0002,0.020067703883911516,500,-1,0,4358.0,0,12,1294,1.7096097237800074e-12,18724528.0,607,57273720.0,1e-14,659,1.240035236581374e-14
