Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,classicStreamer,elecLimit,nCluster,size,finalChargesTot,totalInducedCharge,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.014568763157322282,500,-1,0,3610.0,0,0,0,11,433,2.2002023128930265e-13,1.815741945815106e-13,18724528.0,-1,15243000.0,1e-14,-1,3.131022588633462e-15
0.0002,0.014568763157322282,500,-1,0,7844.0,0,0,0,6,483,4.934703292389864e-13,4.012148766080026e-13,18724528.0,293,32486265.0,1e-14,-1,6.672914094032183e-15
0.0002,0.014568763157322282,500,-1,0,10000.0,1,0,0,9,526,6.51746033019569e-13,5.276793778705367e-13,18724528.0,315,43975699.0,1e-14,-1,9.032927043229408e-15
0.0002,0.014568763157322282,500,380,0,11832.0,0,0,0,7,543,8.242517394340378e-13,6.6772344709119e-13,18724528.0,306,59716167.0,1e-14,334,1.2266133161687861e-14
0.0002,0.014568763157322282,500,342,0,12169.0,0,0,0,2,522,8.3858478050269e-13,6.789690455455248e-13,18724528.0,266,61846173.0,1e-14,302,1.2703651819427472e-14
0.0002,0.014568763157322282,500,336,0,14603.0,1,0,0,5,551,9.887929907907688e-13,7.90382996285495e-13,18724528.0,277,69800182.0,1e-14,300,1.4337462870348805e-14
0.0002,0.014568763157322282,500,345,0,16438.0,1,0,0,10,607,1.1823305554535684e-12,9.603705055463881e-13,18724528.0,294,92581810.0,1e-14,318,1.9016974244346352e-14
0.0002,0.014568763157322282,500,-1,0,5063.0,0,0,0,9,470,4.166803138592943e-13,3.44362315915365e-13,18724528.0,268,29366763.0,1e-14,-1,6.032145792038666e-15
0.0002,0.014568763157322282,500,443,0,10047.0,1,0,0,3,635,7.985882796130356e-13,6.539787791963908e-13,18724528.0,369,54014413.0,1e-14,391,1.1094951598423993e-14
0.0002,0.014568763157322282,500,-1,0,1189.0,0,0,0,5,407,6.814344107727519e-14,5.921904654857811e-14,18724528.0,-1,5080131.0,1e-14,-1,1.0434956973179225e-15
0.0002,0.014568763157322282,500,334,0,18652.0,1,0,0,8,696,1.3774656728863618e-12,1.1702282043606911e-12,18724528.0,280,132852973.0,1e-14,307,2.7288962765211004e-14
0.0002,0.014568763157322282,500,316,0,18735.0,1,0,0,8,542,1.4097569798362963e-12,1.1294193542045563e-12,18724528.0,265,103951507.0,1e-14,287,2.1352392346617426e-14
0.0002,0.014568763157322282,500,313,0,20268.0,1,0,0,6,560,1.5786611103847086e-12,1.2519842207011772e-12,18724528.0,265,115799447.0,1e-14,284,2.3786045024487525e-14
0.0002,0.014568763157322282,500,330,0,20464.0,1,0,0,6,590,1.5024352774222652e-12,1.216574247307768e-12,18724528.0,282,115049691.0,1e-14,303,2.363203971241225e-14
0.0002,0.014568763157322282,500,347,0,20504.0,1,0,0,10,630,1.5808579352910792e-12,1.2915218949512983e-12,18724528.0,297,125610667.0,1e-14,322,2.5801340664588065e-14
0.0002,0.014568763157322282,500,301,0,20522.0,1,0,0,6,592,1.6180712417938763e-12,1.288157126634649e-12,18724528.0,253,116476375.0,1e-14,273,2.3925090937948027e-14
0.0002,0.014568763157322282,500,299,0,20973.0,1,0,0,13,559,1.6181349437147803e-12,1.2899482644685937e-12,18724528.0,252,117314740.0,1e-14,272,2.4097297180322878e-14
0.0002,0.014568763157322282,500,326,0,21287.0,1,0,0,8,571,1.5991441673154771e-12,1.2658982636598368e-12,18724528.0,271,112128138.0,1e-14,298,2.3031931568550157e-14
0.0002,0.014568763157322282,500,-1,0,1182.0,0,0,0,1,403,8.600522717702824e-14,7.303799179894646e-14,18724528.0,-1,5650215.0,1e-14,-1,1.160595079422398e-15
0.0002,0.014568763157322282,500,309,0,23239.0,1,0,0,12,571,1.7927305895286218e-12,1.4275760669610327e-12,18724528.0,263,127018303.0,1e-14,284,2.6090479292979688e-14
0.0002,0.014568763157322282,500,312,0,21190.0,1,0,0,9,559,1.7376570274154292e-12,1.3860296422431935e-12,18724528.0,266,126459073.0,1e-14,286,2.5975609401079056e-14
0.0002,0.014568763157322282,500,320,0,24958.0,1,0,0,7,556,1.967568608082461e-12,1.558959572969935e-12,18724528.0,272,144013978.0,1e-14,294,2.9581514019350705e-14
