Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,classicStreamer,elecLimit,nCluster,size,finalChargesTot,totalInducedCharge,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.017793652343994482,500,-1,0,0.0,0,0,0,1,32,6.3676244996153865e-21,6.3676238607736214e-21,18724528.0,-1,1.0,1e-14,-1,2.0540724192307691e-22
0.0002,0.017793652343994482,500,-1,0,590.0,0,0,0,10,833,5.277532374874442e-16,5.274974451777257e-16,18724528.0,-1,16295.0,1e-14,-1,3.3471110071365385e-18
0.0002,0.017793652343994482,500,-1,0,883.0,0,0,0,8,938,2.2471225668869944e-15,2.2430025983761475e-15,18724528.0,-1,51644.0,1e-14,-1,1.0608051601875384e-17
0.0002,0.017793652343994482,500,-1,0,926.0,0,0,0,8,900,2.647170424740509e-15,2.641685603855641e-15,18724528.0,-1,71588.0,1e-14,-1,1.4704693634789228e-17
0.0002,0.017793652343994482,500,-1,0,969.0,0,0,0,8,962,6.175088075471212e-15,6.153196388393472e-15,18724528.0,-1,229882.0,1e-14,-1,4.721942758776078e-17
0.0002,0.017793652343994482,500,-1,0,1112.0,0,0,0,8,1071,2.576698897367059e-15,2.5716624132281585e-15,18724528.0,-1,57083.0,1e-14,-1,1.1725261590695002e-17
0.0002,0.017793652343994482,500,-1,0,1156.0,0,0,0,9,936,1.0780478040813593e-14,1.0729297133946525e-14,18724528.0,-1,477468.0,1e-14,-1,9.807538498652769e-17
0.0002,0.017793652343994482,500,-1,0,1219.0,0,0,0,5,986,1.1617428129273686e-14,1.156148976664385e-14,18724528.0,-1,515605.0,1e-14,-1,1.059090009717481e-16
0.0002,0.017793652343994482,500,-1,0,1250.0,0,0,0,4,1026,1.3042140153912858e-14,1.2973287992301955e-14,18724528.0,-1,563213.0,1e-14,-1,1.1568802894522194e-16
0.0002,0.017793652343994482,500,-1,0,1296.0,0,0,0,9,942,1.1577390971307009e-14,1.1513785346099013e-14,18724528.0,-1,446032.0,1e-14,-1,9.161820292943389e-17
0.0002,0.017793652343994482,500,-1,0,1318.0,0,0,0,13,994,9.634095910088791e-15,9.587907326059002e-15,18724528.0,-1,362445.0,1e-14,-1,7.444882779880961e-17
0.0002,0.017793652343994482,500,-1,0,1321.0,0,0,0,8,1040,9.320592901696484e-15,9.276808853358677e-15,18724528.0,-1,337256.0,1e-14,-1,6.927482478200923e-17
0.0002,0.017793652343994482,500,-1,0,1352.0,0,0,0,9,988,6.838161549865166e-15,6.811963542452744e-15,18724528.0,-1,250458.0,1e-14,-1,5.144588699756998e-17
0.0002,0.017793652343994482,500,-1,0,108.0,0,0,0,4,463,1.2791735990759618e-17,1.2791543305382693e-17,18724528.0,-1,538.0,1e-14,-1,1.105090961546154e-19
0.0002,0.017793652343994482,500,-1,0,1507.0,0,0,0,8,1122,1.993297798015464e-14,1.978658022565244e-14,18724528.0,-1,700702.0,1e-14,-1,1.4392926522998386e-16
0.0002,0.017793652343994482,500,-1,0,1547.0,0,0,0,5,1171,2.5166884116324345e-14,2.496839392038795e-14,18724528.0,-1,1026473.0,1e-14,-1,2.108449878385066e-16
0.0002,0.017793652343994482,500,-1,0,1669.0,0,0,0,8,1122,1.822768069008481e-14,1.810317764171747e-14,18724528.0,-1,731951.0,1e-14,-1,1.5034803613283806e-16
0.0002,0.017793652343994482,500,-1,0,1738.0,0,0,0,9,1135,1.0905845475219928e-14,1.0851289808042335e-14,18724528.0,-1,396692.0,1e-14,-1,8.148340961294922e-17
0.0002,0.017793652343994482,500,-1,0,1774.0,0,0,0,8,1078,2.861679487501168e-14,2.836419626116483e-14,18724528.0,-1,1057525.0,1e-14,-1,2.1722329351470195e-16
0.0002,0.017793652343994482,500,-1,0,1777.0,0,0,0,13,1007,1.8685107828526073e-14,1.8555556075683458e-14,18724528.0,-1,768404.0,1e-14,-1,1.5783574632266e-16
0.0002,0.017793652343994482,500,-1,0,1922.0,0,0,0,8,1147,1.4655139959304252e-14,1.4577187420250852e-14,18724528.0,-1,642785.0,1e-14,-1,1.32032693999525e-16
0.0002,0.017793652343994482,500,-1,0,1225.0,0,0,0,9,1140,8.173853978592472e-15,8.140758079666029e-15,18724528.0,-1,305129.0,1e-14,-1,6.267570632074654e-17
0.0002,0.017793652343994482,500,-1,0,2206.0,0,0,0,10,1164,2.5971513786082333e-14,2.5751676099163232e-14,18724528.0,-1,1017029.0,1e-14,-1,2.0890512184578502e-16
0.0002,0.017793652343994482,500,-1,0,17.0,0,0,0,4,182,4.2724706320000034e-19,4.2724585952584606e-19,18724528.0,-1,31.0,1e-14,-1,6.367624499615385e-21
0.0002,0.017793652343994482,500,-1,0,1137.0,0,0,0,6,972,1.1024290890980733e-14,1.0971298260884486e-14,18724528.0,-1,478448.0,1e-14,-1,9.827668408361228e-17
0.0002,0.017793652343994482,500,-1,0,2330.0,0,0,0,13,1062,4.2073245954842636e-14,4.1483702646712846e-14,18724528.0,-1,1369458.0,1e-14,-1,2.81296590709493e-16
0.0002,0.017793652343994482,500,-1,0,2514.0,0,0,0,12,1133,3.4277997166712153e-14,3.3946863075971054e-14,18724528.0,-1,1191023.0,1e-14,-1,2.4464474949694887e-16
0.0002,0.017793652343994482,500,-1,0,2544.0,0,0,0,10,1205,4.345432557855967e-14,4.297167096218636e-14,18724528.0,-1,1581265.0,1e-14,-1,3.2480328239949436e-16
0.0002,0.017793652343994482,500,-1,0,1137.0,0,0,0,7,991,4.8797472831979705e-15,4.864992143732019e-15,18724528.0,-1,170981.0,1e-14,-1,3.512073563124961e-17
0.0002,0.017793652343994482,500,-1,0,1102.0,0,0,0,7,1022,3.949707659734538e-15,3.9396283537239e-15,18724528.0,-1,127028.0,1e-14,-1,2.6092471127004614e-17
0.0002,0.017793652343994482,500,-1,0,1765.0,0,0,0,14,1065,2.707785362365938e-14,2.6798436492813213e-14,18724528.0,-1,836975.0,1e-14,-1,1.719207263085673e-16
0.0002,0.017793652343994482,500,-1,0,1427.0,0,0,0,9,1019,4.6885324492483284e-15,4.674827604321917e-15,18724528.0,-1,141572.0,1e-14,-1,2.907991405353385e-17
