Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,classicStreamer,elecLimit,nCluster,size,finalChargesTot,totalInducedCharge,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.017328747246871404,500,-1,0,9512.0,0,0,0,9,542,4.034460561066046e-13,3.312069519530952e-13,18724528.0,309,22929307.0,1e-14,-1,4.709845710077501e-15
0.0002,0.017328747246871404,500,-1,0,11767.0,0,0,0,10,533,7.347118221241057e-13,5.915626224315906e-13,18724528.0,280,49578138.0,1e-14,330,1.0183708586261688e-14
0.0002,0.017328747246871404,500,435,0,16680.0,1,0,0,6,611,7.758564359059081e-13,6.36656236068533e-13,18724528.0,326,46779203.0,1e-14,-1,9.608787067589718e-15
0.0002,0.017328747246871404,500,345,0,19829.0,1,0,0,9,634,1.091422837687294e-12,8.867154355761119e-13,18724528.0,293,84124929.0,1e-14,316,1.727986964286467e-14
0.0002,0.017328747246871404,500,352,0,20847.0,1,0,0,7,588,1.41845535825594e-12,1.1281715548158004e-12,18724528.0,297,92761231.0,1e-14,320,1.9053828617099428e-14
0.0002,0.017328747246871404,500,329,0,25890.0,1,0,0,7,609,1.573863727502784e-12,1.2432233871172892e-12,18724528.0,279,105374606.0,1e-14,301,2.1644707187190913e-14
0.0002,0.017328747246871404,500,321,0,26566.0,0,0,0,8,677,1.71002046260181e-12,1.3528413135926782e-12,18724528.0,274,122137642.0,1e-14,296,2.5087956178208165e-14
0.0002,0.017328747246871404,500,346,0,27655.0,1,0,0,8,584,1.6405866595984056e-12,1.2957615020530255e-12,18724528.0,295,110784851.0,1e-14,319,2.275601069076905e-14
0.0002,0.017328747246871404,500,386,0,28904.0,1,0,0,5,690,1.8363737215412258e-12,1.4661676486318861e-12,18724528.0,337,121764118.0,1e-14,363,2.501123164357608e-14
0.0002,0.017328747246871404,500,335,0,32444.0,1,0,0,12,627,1.927368622768066e-12,1.521283928295637e-12,18724528.0,273,123865360.0,1e-14,304,2.5442841967409013e-14
0.0002,0.017328747246871404,500,335,0,32782.0,1,0,0,9,650,2.482227563814666e-12,1.960546254650263e-12,18724528.0,288,171392470.0,1e-14,310,3.520525454908371e-14
0.0002,0.017328747246871404,500,355,0,33645.0,1,0,0,4,669,2.035036241463378e-12,1.6411556932069276e-12,18724528.0,305,154467874.0,1e-14,331,3.1728819964061364e-14
0.0002,0.017328747246871404,500,190,0,34035.0,1,0,0,12,766,1.8234801627157523e-12,1.5372237023668876e-12,18724528.0,131,155383823.0,1e-14,165,3.1916962521893565e-14
0.0002,0.017328747246871404,500,321,0,34672.0,1,0,0,10,616,2.583401786129087e-12,2.038927943227201e-12,18724528.0,276,176097002.0,1e-14,297,3.617159949174253e-14
0.0002,0.017328747246871404,500,347,0,34707.0,1,0,0,8,668,2.5061360163552067e-12,1.9716921959323156e-12,18724528.0,295,177637194.0,1e-14,323,3.6487966082494515e-14
0.0002,0.017328747246871404,500,350,0,35525.0,1,0,0,5,630,2.1474202117323343e-12,1.6924753474068183e-12,18724528.0,299,137911175.0,1e-14,322,2.83279540871208e-14
0.0002,0.017328747246871404,500,324,0,36768.0,1,0,0,11,620,2.324400691084855e-12,1.834242365102485e-12,18724528.0,279,166967967.0,1e-14,300,3.4296429590973306e-14
0.0002,0.017328747246871404,500,348,0,37910.0,1,0,0,10,657,1.9244662486345615e-12,1.5419116227228358e-12,18724528.0,285,134619256.0,1e-14,329,2.7651770084696623e-14
0.0002,0.017328747246871404,500,306,0,38392.0,1,0,0,18,615,2.7111503914575976e-12,2.1184777288506845e-12,18724528.0,261,182281342.0,1e-14,281,3.744190771425712e-14
0.0002,0.017328747246871404,500,352,0,39183.0,1,0,0,7,680,2.153520053178272e-12,1.7005126513933376e-12,18724528.0,298,139867213.0,1e-14,328,2.8729738457797526e-14
0.0002,0.017328747246871404,500,320,0,39901.0,1,0,0,12,617,2.64960996438993e-12,2.0793972419981712e-12,18724528.0,272,179851469.0,1e-14,296,3.694279420310378e-14
0.0002,0.017328747246871404,500,307,0,41106.0,1,0,0,14,589,2.118021713100645e-12,1.6608711375186407e-12,18724528.0,259,148292093.0,1e-14,281,3.046026982213043e-14
0.0002,0.017328747246871404,500,342,0,44242.0,1,0,0,4,650,2.420565204337895e-12,1.907460355924759e-12,18724528.0,278,154055687.0,1e-14,323,3.164415376923479e-14
0.0002,0.017328747246871404,500,328,0,47662.0,1,0,0,11,593,2.5151578329207155e-12,1.9795135691925256e-12,18724528.0,281,178670571.0,1e-14,306,3.670022920193127e-14
0.0002,0.017328747246871404,500,332,0,30984.0,1,0,0,12,741,1.620726577567305e-12,1.3632319893922473e-12,18724528.0,280,143453403.0,1e-14,306,2.9466367854709666e-14
0.0002,0.017328747246871404,500,343,0,39966.0,1,0,0,8,637,2.040381928371931e-12,1.670863309236317e-12,18724528.0,287,168473916.0,1e-14,319,3.4605762421540146e-14
0.0002,0.017328747246871404,500,333,0,10203.0,0,0,0,9,579,1.048596513323608e-12,8.443090706461014e-13,18724528.0,273,71613013.0,1e-14,297,1.4709831486131456e-14
0.0002,0.017328747246871404,500,299,0,40563.0,1,0,0,14,658,2.119561932190455e-12,1.6703824680869507e-12,18724528.0,252,147252442.0,1e-14,273,3.024671797765787e-14
0.0002,0.017328747246871404,500,307,0,16259.0,1,0,0,14,635,1.6302411829495797e-12,1.3370409181615469e-12,18724528.0,256,135638488.0,1e-14,281,2.7861127718696363e-14
0.0002,0.017328747246871404,500,329,0,23006.0,0,0,0,6,565,1.374382711689599e-12,1.0974761751884672e-12,18724528.0,278,101092433.0,1e-14,300,2.076511784182345e-14
0.0002,0.017328747246871404,500,361,0,25211.0,1,0,0,7,663,2.6834929560357665e-12,2.1258664622048424e-12,18724528.0,302,184709312.0,1e-14,340,3.79406303354291e-14
0.0002,0.017328747246871404,500,329,0,15510.0,0,0,0,5,544,1.291690598772504e-12,1.0335066057486273e-12,18724528.0,278,97935080.0,1e-14,300,2.0116574670315898e-14
0.0002,0.017328747246871404,500,316,0,21775.0,1,0,0,14,599,2.295581079153235e-12,1.82332700805199e-12,18724528.0,269,182928788.0,1e-14,291,3.757489781141126e-14
0.0002,0.017328747246871404,500,343,0,27111.0,1,0,0,5,713,2.1132186445462752e-12,1.683693018701299e-12,18724528.0,295,153666968.0,1e-14,317,3.156430807156172e-14
0.0002,0.017328747246871404,500,319,0,15643.0,1,0,0,15,602,1.7287300950279901e-12,1.365795182923709e-12,18724528.0,269,119285138.0,1e-14,291,2.4502031198993606e-14
0.0002,0.017328747246871404,500,319,0,45453.0,1,0,0,12,643,2.4429196993306595e-12,1.9145858600012625e-12,18724528.0,272,165743590.0,1e-14,293,3.4044933688329255e-14
0.0002,0.017328747246871404,500,349,0,31974.0,1,0,0,6,784,2.0913380965693718e-12,1.7483680140859983e-12,18724528.0,296,173768949.0,1e-14,323,3.569340054596181e-14
0.0002,0.017328747246871404,500,318,0,40806.0,1,0,0,12,631,2.6947736376839664e-12,2.1303137490201967e-12,18724528.0,271,196550646.0,1e-14,293,4.0372926093059036e-14
