Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,classicStreamer,elecLimit,nCluster,size,finalChargesTot,totalInducedCharge,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.018751909597866975,500,-1,0,3175.0,0,0,0,7,611,1.5011439771958502e-13,1.3444341281677408e-13,18724528.0,-1,7499495.0,1e-14,-1,1.540450583765906e-15
0.0002,0.018751909597866975,500,-1,0,3591.0,0,0,0,6,626,1.7179753495848184e-13,1.5227778419199206e-13,18724528.0,-1,7344945.0,1e-14,-1,1.5087048945266943e-15
0.0002,0.018751909597866975,500,-1,0,3808.0,0,0,0,5,641,1.8327298416428744e-13,1.6131571992953804e-13,18724528.0,-1,7703883.0,1e-14,-1,1.5824333591280793e-15
0.0002,0.018751909597866975,500,-1,0,5646.0,0,0,0,10,642,2.97229379940731e-13,2.60298477565296e-13,18724528.0,-1,13336084.0,1e-14,-1,2.7393282324944754e-15
0.0002,0.018751909597866975,500,-1,0,5832.0,0,0,0,7,628,3.595243173111292e-13,3.130181930468989e-13,18724528.0,466,20018451.0,1e-14,-1,4.11193480748226e-15
0.0002,0.018751909597866975,500,-1,0,6778.0,0,0,0,9,655,3.880055345739604e-13,3.424873260809949e-13,18724528.0,419,22607199.0,1e-14,-1,4.643682394196144e-15
0.0002,0.018751909597866975,500,-1,0,7712.0,0,0,0,7,649,4.583124175672434e-13,3.989306132069552e-13,18724528.0,430,23048857.0,1e-14,-1,4.734402145849405e-15
0.0002,0.018751909597866975,500,-1,0,3588.0,0,0,0,6,628,1.8855223210044667e-13,1.6688092835123725e-13,18724528.0,-1,8618082.0,1e-14,-1,1.7702164542869146e-15
0.0002,0.018751909597866975,500,-1,0,10212.0,0,0,0,8,742,6.30206078390579e-13,5.426249058137048e-13,18724528.0,473,26180994.0,1e-14,-1,5.377765768344627e-15
0.0002,0.018751909597866975,500,-1,0,7259.0,0,0,0,8,675,4.2792912267117247e-13,3.7236092099940667e-13,18724528.0,475,22460292.0,1e-14,-1,4.6135066325069496e-15
0.0002,0.018751909597866975,500,509,0,13163.0,0,0,0,11,690,8.102365079420122e-13,6.943265090912067e-13,18724528.0,420,44939930.0,1e-14,-1,9.230987073516143e-15
0.0002,0.018751909597866975,500,531,0,13418.0,0,0,0,8,712,8.278891566043294e-13,7.093506196962281e-13,18724528.0,443,44153737.0,1e-14,-1,9.069497337766908e-15
0.0002,0.018751909597866975,500,472,0,14151.0,0,0,0,9,686,8.824041884913475e-13,7.523134600331804e-13,18724528.0,393,44463153.0,1e-14,-1,9.133053624933783e-15
0.0002,0.018751909597866975,500,511,0,14270.0,0,0,0,7,695,8.376649471542634e-13,7.151014884201821e-13,18724528.0,440,42573651.0,1e-14,-1,8.74493623050564e-15
0.0002,0.018751909597866975,500,477,0,15798.0,0,0,0,13,668,9.5842423030573e-13,8.137325208598454e-13,18724528.0,406,47531463.0,1e-14,-1,9.763306719398783e-15
0.0002,0.018751909597866975,500,477,0,16395.0,0,0,0,8,756,1.0561322123965472e-12,9.007917080568871e-13,18724528.0,407,48466864.0,1e-14,-1,9.955444858900862e-15
0.0002,0.018751909597866975,500,-1,0,2133.0,0,0,0,7,558,7.001713800271261e-14,6.44165544770487e-14,18724528.0,-1,5182599.0,1e-14,-1,1.0645433665832968e-15
0.0002,0.018751909597866975,500,461,0,17726.0,0,0,0,9,676,1.0937898221582863e-12,9.25164438415085e-13,18724528.0,389,50100999.0,1e-14,443,1.029110802218083e-14
0.0002,0.018751909597866975,500,484,0,17893.0,0,0,0,8,703,1.0671611799996145e-12,9.133264791769223e-13,18724528.0,418,51113373.0,1e-14,454,1.0499056973315461e-14
0.0002,0.018751909597866975,500,554,0,18445.0,0,0,0,8,802,1.150127319118089e-12,9.73530853824167e-13,18724528.0,494,48319168.0,1e-14,-1,9.925107030897797e-15
0.0002,0.018751909597866975,500,465,0,18955.0,0,0,0,6,757,1.1911609770429854e-12,1.0177641238473225e-12,18724528.0,405,59156155.0,1e-14,437,1.215110264132404e-14
0.0002,0.018751909597866975,500,444,0,19201.0,0,0,0,8,729,1.3319586698091514e-12,1.1394098576369547e-12,18724528.0,384,62066685.0,1e-14,416,1.2748946581158402e-14
0.0002,0.018751909597866975,500,479,0,19423.0,0,0,0,10,765,1.2423800529532089e-12,1.0563366390666573e-12,18724528.0,418,59635571.0,1e-14,453,1.2249578159617819e-14
0.0002,0.018751909597866975,500,465,0,19744.0,0,0,0,14,740,1.2526624186377666e-12,1.0574860515822042e-12,18724528.0,405,55306954.0,1e-14,439,1.1360448880306485e-14
0.0002,0.018751909597866975,500,-1,0,7182.0,0,0,0,7,647,4.0040435917067244e-13,3.473578283630888e-13,18724528.0,459,21007254.0,1e-14,-1,4.315042104517525e-15
0.0002,0.018751909597866975,500,-1,0,3402.0,0,0,0,6,653,1.6633015761055418e-13,1.495072645904413e-13,18724528.0,-1,11016501.0,1e-14,-1,2.26286908605282e-15
0.0002,0.018751909597866975,500,480,0,21128.0,0,0,0,6,769,1.2841019726209466e-12,1.0988315204055496e-12,18724528.0,422,64588544.0,1e-14,454,1.326695468286729e-14
0.0002,0.018751909597866975,500,466,0,18612.0,0,0,0,11,747,1.1897595947620665e-12,1.0123310172239448e-12,18724528.0,400,58700649.0,1e-14,440,1.2057538410184623e-14
0.0002,0.018751909597866975,500,-1,0,10055.0,0,0,0,3,730,5.952212371094761e-13,5.174895592847939e-13,18724528.0,437,25373304.0,1e-14,-1,5.211860393115774e-15
0.0002,0.018751909597866975,500,416,0,23186.0,1,0,0,9,744,1.4491396565135085e-12,1.2278686174602258e-12,18724528.0,352,70392559.0,1e-14,392,1.445914139609746e-14
0.0002,0.018751909597866975,500,468,0,19474.0,0,0,0,12,735,1.2852540089968217e-12,1.0931893256744843e-12,18724528.0,409,68551039.0,1e-14,443,1.4080879851951277e-14
0.0002,0.018751909597866975,500,-1,0,9959.0,0,0,0,10,628,5.586084631219017e-13,4.793485282925574e-13,18724528.0,411,27023712.0,1e-14,-1,5.5508661484435555e-15
0.0002,0.018751909597866975,500,450,0,20017.0,0,0,0,12,779,1.2496992877123885e-12,1.059140105838368e-12,18724528.0,387,61269514.0,1e-14,427,1.2585201884707356e-14
0.0002,0.018751909597866975,500,490,0,15920.0,0,0,0,9,701,9.209395073005596e-13,7.834841522735026e-13,18724528.0,421,46400428.0,1e-14,-1,9.530983939530316e-15
0.0002,0.018751909597866975,500,447,0,24913.0,0,0,0,14,751,1.5688978248222552e-12,1.329535267697728e-12,18724528.0,388,74839878.0,1e-14,423,1.537265292583957e-14
0.0002,0.018751909597866975,500,-1,0,5800.0,0,0,0,6,626,3.32695450129839e-13,2.9141918803313807e-13,18724528.0,-1,14510540.0,1e-14,-1,2.980570000214484e-15
0.0002,0.018751909597866975,500,-1,0,5199.0,0,0,0,12,593,2.8173267952742196e-13,2.477945350317676e-13,18724528.0,-1,15143283.0,1e-14,-1,3.1105399946906197e-15
0.0002,0.018751909597866975,500,534,0,12406.0,0,0,0,7,681,7.630922018907684e-13,6.519082578254078e-13,18724528.0,439,38225753.0,1e-14,-1,7.85184649416279e-15
0.0002,0.018751909597866975,500,-1,0,972.0,0,0,0,4,568,2.2378953860096724e-14,2.150580494299899e-14,18724528.0,-1,1314484.0,1e-14,-1,2.7000453299201385e-16
0.0002,0.018751909597866975,500,533,0,17542.0,0,0,0,8,859,1.0438990152590638e-12,8.883153991770706e-13,18724528.0,463,46476426.0,1e-14,-1,9.546594479101983e-15
0.0002,0.018751909597866975,500,488,0,21682.0,0,0,0,8,795,1.3741175311456811e-12,1.169535011777543e-12,18724528.0,428,58164603.0,1e-14,460,1.1947430679780724e-14
0.0002,0.018751909597866975,500,-1,0,4050.0,0,0,0,6,607,2.2494702504719028e-13,1.9940335056412133e-13,18724528.0,-1,9988457.0,1e-14,-1,2.051701403437251e-15
0.0002,0.018751909597866975,500,504,0,21744.0,0,0,0,12,744,1.3136357797813243e-12,1.111872809804905e-12,18724528.0,439,61714250.0,1e-14,495,1.2676553879851247e-14
0.0002,0.018751909597866975,500,-1,0,11532.0,0,0,0,7,680,6.944675185540171e-13,5.956083742659788e-13,18724528.0,439,37134394.0,1e-14,-1,7.627673452024853e-15
0.0002,0.018751909597866975,500,495,0,16535.0,0,0,0,6,737,9.420955143021336e-13,8.057879023620991e-13,18724528.0,411,41086995.0,1e-14,-1,8.43956632185725e-15
0.0002,0.018751909597866975,500,-1,0,12768.0,0,0,0,9,704,6.510274928114169e-13,5.568479987857306e-13,18724528.0,436,27030717.0,1e-14,-1,5.552305026173229e-15
0.0002,0.018751909597866975,500,467,0,15367.0,0,0,0,17,736,9.917052189258963e-13,8.438453417274127e-13,18724528.0,397,48215616.0,1e-14,-1,9.903836700182171e-15
0.0002,0.018751909597866975,500,499,0,13346.0,0,0,0,13,686,8.811828271713251e-13,7.493842869693999e-13,18724528.0,415,41169412.0,1e-14,-1,8.45649537051483e-15
0.0002,0.018751909597866975,500,543,0,10988.0,0,0,0,6,759,7.652832959350903e-13,6.656287615347549e-13,18724528.0,437,36256929.0,1e-14,-1,7.447435786490823e-15
0.0002,0.018751909597866975,500,-1,0,4253.0,0,0,0,7,656,3.0522308704379025e-13,2.685212062739492e-13,18724528.0,-1,15950660.0,1e-14,-1,3.2763810774527472e-15
0.0002,0.018751909597866975,500,-1,0,6376.0,0,0,0,9,600,2.3772512487278796e-13,2.096822478166062e-13,18724528.0,-1,11957831.0,1e-14,-1,2.456225085092269e-15
0.0002,0.018751909597866975,500,-1,0,10138.0,0,0,0,6,683,4.54126353134816e-13,3.934810222289845e-13,18724528.0,472,22368333.0,1e-14,-1,4.594617587946946e-15
0.0002,0.018751909597866975,500,515,0,19773.0,0,0,0,9,766,1.0827498484243856e-12,9.212974107350646e-13,18724528.0,449,50245735.0,1e-14,486,1.0320837844747811e-14
0.0002,0.018751909597866975,500,-1,0,8733.0,0,0,0,9,629,5.621072080145066e-13,4.857865698348216e-13,18724528.0,402,32228187.0,1e-14,-1,6.619903003851163e-15
0.0002,0.018751909597866975,500,474,0,18857.0,0,0,0,12,691,1.0253478253522065e-12,8.740658018433647e-13,18724528.0,410,51799265.0,1e-14,447,1.0639944157292576e-14
0.0002,0.018751909597866975,500,533,0,10433.0,0,0,0,7,667,7.414009802336435e-13,6.354577295173685e-13,18724528.0,402,35464095.0,1e-14,-1,7.284581941247984e-15
0.0002,0.018751909597866975,500,478,0,16220.0,0,0,0,7,748,1.178935129992841e-12,1.0002355971432426e-12,18724528.0,408,48377302.0,1e-14,-1,9.937048175499758e-15
0.0002,0.018751909597866975,500,371,0,17606.0,0,0,0,13,616,1.2006150213865016e-12,1.0180410695144387e-12,18724528.0,305,55182078.0,1e-14,344,1.1334798445564107e-14
0.0002,0.018751909597866975,500,461,0,21126.0,0,0,0,9,699,1.1212863286061456e-12,9.541255199007891e-13,18724528.0,394,53202296.0,1e-14,432,1.0928136885335144e-14
0.0002,0.018751909597866975,500,530,0,17111.0,0,0,0,8,801,1.164297833144421e-12,9.90257549264619e-13,18724528.0,461,49208141.0,1e-14,505,1.010770852297187e-14
0.0002,0.018751909597866975,500,482,0,24754.0,0,0,0,13,815,1.3253732497514386e-12,1.1237656104292935e-12,18724528.0,417,59803584.0,1e-14,457,1.2284089246555049e-14
0.0002,0.018751909597866975,500,523,0,17552.0,0,0,0,7,691,8.924090081160246e-13,7.58150963007761e-13,18724528.0,443,44297910.0,1e-14,-1,9.099111516056692e-15
0.0002,0.018751909597866975,500,-1,0,6720.0,0,0,0,8,700,3.994634222822107e-13,3.4619962697865754e-13,18724528.0,-1,16184880.0,1e-14,-1,3.324491561655969e-15
0.0002,0.018751909597866975,500,468,0,24295.0,0,0,0,13,796,1.191652573059894e-12,1.0193467727855477e-12,18724528.0,406,60994724.0,1e-14,441,1.2528758028699302e-14
0.0002,0.018751909597866975,500,489,0,21403.0,0,0,0,8,702,1.0573528096016306e-12,8.984885026374428e-13,18724528.0,419,54574388.0,1e-14,472,1.1209974518719862e-14
0.0002,0.018751909597866975,500,-1,0,11987.0,0,0,0,15,613,5.915701408439081e-13,5.069520594022265e-13,18724528.0,399,30946870.0,1e-14,-1,6.3567112128520095e-15
0.0002,0.018751909597866975,500,-1,0,227.0,0,0,0,2,432,3.7519727891117603e-16,3.7418180436133995e-16,18724528.0,-1,20509.0,1e-14,-1,4.212697124600385e-18
0.0002,0.018751909597866975,500,515,0,14196.0,0,0,0,17,712,8.664814405931305e-13,7.365452043864835e-13,18724528.0,425,39685158.0,1e-14,-1,8.151618850061524e-15
0.0002,0.018751909597866975,500,460,0,20835.0,0,0,0,8,662,1.0961696010355618e-12,9.35636445511191e-13,18724528.0,393,55902923.0,1e-14,436,1.1482865228868141e-14
0.0002,0.018751909597866975,500,-1,0,11582.0,0,0,0,9,684,7.301758867148829e-13,6.277004965263582e-13,18724528.0,419,37054269.0,1e-14,-1,7.611215196765766e-15
0.0002,0.018751909597866975,500,-1,0,9622.0,0,0,0,6,708,5.007621600018023e-13,4.338459547783925e-13,18724528.0,470,26965300.0,1e-14,-1,5.538867900628347e-15
0.0002,0.018751909597866975,500,-1,0,11174.0,0,0,0,7,683,6.736470816662418e-13,5.780936648165614e-13,18724528.0,426,30042313.0,1e-14,-1,6.170908654319796e-15
0.0002,0.018751909597866975,500,545,0,15073.0,0,0,0,6,750,8.325912245691914e-13,7.103480118028333e-13,18724528.0,460,39448922.0,1e-14,-1,8.103094264858594e-15
0.0002,0.018751909597866975,500,439,0,25437.0,0,0,0,13,730,1.2947190446818513e-12,1.0970842285528326e-12,18724528.0,376,63548607.0,1e-14,414,1.3053344091923545e-14
0.0002,0.018751909597866975,500,-1,0,9266.0,0,0,0,13,667,5.891343063303155e-13,5.109325691872383e-13,18724528.0,408,26806749.0,1e-14,-1,5.5063003770142004e-15
0.0002,0.018751909597866975,500,462,0,16707.0,0,0,0,10,714,1.099242553148234e-12,9.2838905360622e-13,18724528.0,405,50246014.0,1e-14,449,1.0320895153368308e-14
0.0002,0.018751909597866975,500,-1,0,7845.0,0,0,0,10,633,4.0018918686846837e-13,3.468090809276116e-13,18724528.0,456,19859263.0,1e-14,-1,4.079236439455011e-15
0.0002,0.018751909597866975,500,-1,0,11475.0,0,0,0,10,686,7.129724749880496e-13,6.117783086847728e-13,18724528.0,413,30912495.0,1e-14,-1,6.349650338910906e-15
0.0002,0.018751909597866975,500,487,0,17925.0,0,0,0,16,753,1.2024938775256355e-12,1.0155412817368752e-12,18724528.0,415,49670203.0,1e-14,471,1.0202619403989341e-14
0.0002,0.018751909597866975,500,503,0,15084.0,0,0,0,5,753,1.1860690685223416e-12,1.006996975281318e-12,18724528.0,443,58718152.0,1e-14,476,1.2061133653140001e-14
