Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.015732329025411388,500,-1,6,4035.0,0,6,1,1.959636277967898e-12,18724528.0,315,189016283.0,1e-14,372,4.092397895712674e-14
0.0002,0.015732329025411388,500,-1,6,5787.0,0,11,1,2.785082236958468e-12,18724528.0,348,274542010.0,1e-14,378,5.944118285347545e-14
0.0002,0.015732329025411388,500,714,0,7897.0,0,8,1341,3.6320612903147956e-12,18724528.0,407,66970694.0,1e-14,535,1.449984746552324e-14
0.0002,0.015732329025411388,500,630,0,7951.0,0,6,1468,3.719441964615799e-12,18724528.0,399,125420221.0,1e-14,466,2.7154774200073473e-14
0.0002,0.015732329025411388,500,-1,6,4836.0,1,9,1,2.324121086278155e-12,18724528.0,385,514281944.0,1e-14,417,1.113473565358717e-13
0.0002,0.015732329025411388,500,-1,6,5748.0,0,4,1,2.784356982759244e-12,18724528.0,444,319799226.0,1e-14,572,6.923983789972963e-14
0.0002,0.015732329025411388,500,-1,6,5521.0,0,5,1,2.6891471407666983e-12,18724528.0,434,337047635.0,1e-14,466,7.297429672918355e-14
0.0002,0.015732329025411388,500,491,6,6608.0,0,10,1,3.2604103622780357e-12,18724528.0,345,296473849.0,1e-14,372,6.418965268624168e-14
0.0002,0.015732329025411388,500,547,6,6442.0,0,8,1,3.1475718958099186e-12,18724528.0,364,369726541.0,1e-14,392,8.00496176500056e-14
0.0002,0.015732329025411388,500,-1,6,4495.0,0,6,1,2.192293612827575e-12,18724528.0,438,326992678.0,1e-14,470,7.079729460983277e-14
0.0002,0.015732329025411388,500,-1,6,2627.0,1,7,1,1.2140579913003652e-12,18724528.0,650,573591296.0,1e-14,667,1.241884442701428e-13
0.0002,0.015732329025411388,500,-1,0,6364.0,0,5,1296,2.9454706648978754e-12,18724528.0,401,75907717.0,1e-14,517,1.64348053188176e-14
0.0002,0.015732329025411388,500,-1,6,3093.0,1,11,1,1.465349439142565e-12,18724528.0,395,497496930.0,1e-14,447,1.0771322751360606e-13
0.0002,0.015732329025411388,500,542,6,7779.0,1,8,1,3.721319903606048e-12,18724528.0,406,908255044.0,1e-14,437,1.9664660482377713e-13
0.0002,0.015732329025411388,500,484,6,9801.0,0,8,1,4.683745871542332e-12,18724528.0,383,438802345.0,1e-14,408,9.500524318911652e-14
0.0002,0.015732329025411388,500,508,6,6687.0,0,12,1,3.190100498470374e-12,18724528.0,374,433948415.0,1e-14,401,9.395431717350249e-14
0.0002,0.015732329025411388,500,545,6,6355.0,0,10,1,3.06725939628958e-12,18724528.0,371,346835645.0,1e-14,404,7.509350206384855e-14
0.0002,0.015732329025411388,500,-1,6,5582.0,0,6,1,2.69188386930407e-12,18724528.0,421,300249519.0,1e-14,453,6.500712426687291e-14
0.0002,0.015732329025411388,500,492,6,7638.0,0,16,1,3.702061308995129e-12,18724528.0,366,329811306.0,1e-14,395,7.140755670540022e-14
0.0002,0.015732329025411388,500,714,0,9991.0,0,2,1475,4.694092287129868e-12,18724528.0,443,83176039.0,1e-14,568,1.800847215778311e-14
0.0002,0.015732329025411388,500,-1,0,4798.0,0,6,1213,2.2451720573516285e-12,18724528.0,440,63777066.0,1e-14,559,1.380839399392529e-14
0.0002,0.015732329025411388,500,-1,0,358.0,0,3,754,1.250975527679687e-13,18724528.0,-1,5377799.0,1e-14,-1,1.1643490688665024e-15
0.0002,0.015732329025411388,500,-1,0,11.0,0,2,308,9.472760224219465e-18,18724528.0,-1,439.0,1e-14,-1,9.504803753959462e-20
0.0002,0.015732329025411388,500,488,6,7086.0,0,9,1,3.501242054835928e-12,18724528.0,355,227425737.0,1e-14,384,4.924002275135753e-14
0.0002,0.015732329025411388,500,-1,6,3895.0,0,5,1,1.864812227515821e-12,18724528.0,378,453349687.0,1e-14,414,9.815489309462288e-14
0.0002,0.015732329025411388,500,489,6,8289.0,0,6,1,4.064164976034042e-12,18724528.0,358,334179805.0,1e-14,389,7.235338189206017e-14
0.0002,0.015732329025411388,500,-1,6,4564.0,1,7,1,2.2203196114129087e-12,18724528.0,361,564946893.0,1e-14,395,1.2231684167139263e-13
0.0002,0.015732329025411388,500,-1,0,3579.0,0,5,1148,1.6301573646147832e-12,18724528.0,467,42759042.0,1e-14,-1,9.257774553925059e-15
0.0002,0.015732329025411388,500,-1,6,3329.0,1,7,1,1.629751832960932e-12,18724528.0,401,545054717.0,1e-14,444,1.1800997996024838e-13
0.0002,0.015732329025411388,500,-1,6,4714.0,0,12,1,2.2819175764854486e-12,18724528.0,387,423192013.0,1e-14,419,9.162544496145921e-14
0.0002,0.015732329025411388,500,572,6,6463.0,0,13,1,3.1585420469312318e-12,18724528.0,391,315283600.0,1e-14,427,6.826215819685309e-14
0.0002,0.015732329025411388,500,-1,6,4887.0,0,7,1,2.3399037925596315e-12,18724528.0,387,385705729.0,1e-14,415,8.350927701418835e-14
0.0002,0.015732329025411388,500,-1,6,5640.0,0,11,1,2.7394822487653053e-12,18724528.0,375,265851351.0,1e-14,405,5.755956535261948e-14
0.0002,0.015732329025411388,500,-1,6,3251.0,0,5,1,1.5828613515808516e-12,18724528.0,355,471190638.0,1e-14,467,1.0201764339163901e-13
0.0002,0.015732329025411388,500,-1,6,4868.0,1,7,1,2.397958386495136e-12,18724528.0,372,860342442.0,1e-14,436,1.86273031262238e-13
0.0002,0.015732329025411388,500,-1,6,5891.0,0,4,1,2.8547177327746844e-12,18724528.0,417,282185254.0,1e-14,459,6.109602418066525e-14
0.0002,0.015732329025411388,500,-1,6,4536.0,0,4,1,2.2399197142722416e-12,18724528.0,386,320830041.0,1e-14,417,6.946302000181702e-14
0.0002,0.015732329025411388,500,-1,0,3287.0,0,2,1141,1.487421544000879e-12,18724528.0,485,51018356.0,1e-14,570,1.1046001403864238e-14
0.0002,0.015732329025411388,500,-1,6,5119.0,1,12,1,2.5098595134661967e-12,18724528.0,339,621478663.0,1e-14,369,1.3455655419335093e-13
0.0002,0.015732329025411388,500,-1,6,3807.0,0,7,1,1.849560170963762e-12,18724528.0,385,352539420.0,1e-14,418,7.632842830602942e-14
0.0002,0.015732329025411388,500,479,6,7043.0,1,9,1,3.4048683113013798e-12,18724528.0,357,559574886.0,1e-14,385,1.2115374663039265e-13
0.0002,0.015732329025411388,500,-1,6,4725.0,0,15,1,2.200895303904447e-12,18724528.0,354,326642990.0,1e-14,384,7.072158354342923e-14
0.0002,0.015732329025411388,500,555,6,7253.0,0,6,1,3.493674867898701e-12,18724528.0,387,343674084.0,1e-14,419,7.440899142919776e-14
0.0002,0.015732329025411388,500,-1,6,5646.0,0,12,1,2.709832353159547e-12,18724528.0,368,417907976.0,1e-14,396,9.048139633472436e-14
0.0002,0.015732329025411388,500,-1,6,3742.0,1,7,1,1.801915207571635e-12,18724528.0,449,630094968.0,1e-14,535,1.364220732846781e-13
0.0002,0.015732329025411388,500,-1,6,5766.0,1,11,1,2.761902730229419e-12,18724528.0,427,667393461.0,1e-14,464,1.4449758253942572e-13
0.0002,0.015732329025411388,500,-1,6,5070.0,0,12,1,2.4503166006331895e-12,18724528.0,350,438087590.0,1e-14,379,9.485049134385094e-14
0.0002,0.015732329025411388,500,458,6,6484.0,1,17,1,3.136860542524465e-12,18724528.0,316,522653042.0,1e-14,348,1.1315978577721929e-13
0.0002,0.015732329025411388,500,-1,6,6179.0,0,6,1,2.8997794842832357e-12,18724528.0,428,345115443.0,1e-14,456,7.472106055070123e-14
0.0002,0.015732329025411388,500,-1,6,4878.0,0,5,1,2.3393466027767074e-12,18724528.0,371,297023660.0,1e-14,406,6.430869245063272e-14
0.0002,0.015732329025411388,500,-1,6,36.0,0,9,1,1.707589220744335e-14,18724528.0,41,31187607.0,1e-14,-1,7.95727079511062e-15
0.0002,0.015732329025411388,500,676,6,6934.0,0,4,1,3.3551952453607848e-12,18724528.0,381,411219289.0,1e-14,417,8.903322646441312e-14
0.0002,0.015732329025411388,500,490,6,7942.0,0,11,1,3.81193106930789e-12,18724528.0,359,472505591.0,1e-14,389,1.0230234430759981e-13
0.0002,0.015732329025411388,500,-1,0,1041.0,0,2,903,4.531091545719593e-13,18724528.0,501,24423747.0,1e-14,-1,5.287993671329297e-15
0.0002,0.015732329025411388,500,-1,6,4523.0,1,9,1,2.1738859350149404e-12,18724528.0,389,627091932.0,1e-14,419,1.3577188495105454e-13
0.0002,0.015732329025411388,500,-1,6,4671.0,0,9,1,2.283046907172557e-12,18724528.0,365,378874101.0,1e-14,398,8.203015893992745e-14
0.0002,0.015732329025411388,500,508,6,6276.0,0,9,1,3.01861669242939e-12,18724528.0,382,368457212.0,1e-14,411,7.977479480161817e-14
0.0002,0.015732329025411388,500,487,6,6967.0,0,10,1,3.3868707778953064e-12,18724528.0,339,313878757.0,1e-14,366,6.795799516678189e-14
