Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.015321211507295568,500,-1,6,3059.0,0,9,1,1.3656276254545381e-12,18724528.0,341,410072815.0,1e-14,388,8.8785002993365e-14
0.0002,0.015321211507295568,500,-1,6,4453.0,1,5,1,2.0440597648964512e-12,18724528.0,344,1006263164.0,1e-14,456,2.1786637582365206e-13
0.0002,0.015321211507295568,500,-1,6,5234.0,1,8,1,2.3894708569882747e-12,18724528.0,347,575390880.0,1e-14,373,1.245780728067891e-13
0.0002,0.015321211507295568,500,435,6,7831.0,0,8,1,3.6273945135125112e-12,18724528.0,325,409590679.0,1e-14,349,8.868061556596815e-14
0.0002,0.015321211507295568,500,-1,6,3958.0,0,6,1,1.8027362872970174e-12,18724528.0,367,242382188.0,1e-14,404,5.247824898394779e-14
0.0002,0.015321211507295568,500,436,6,7485.0,1,11,1,3.3924688747742877e-12,18724528.0,341,531800198.0,1e-14,364,1.1514023959696547e-13
0.0002,0.015321211507295568,500,714,6,7042.0,1,7,1,3.2122026625411958e-12,18724528.0,384,558850993.0,1e-14,480,1.2099701631367588e-13
0.0002,0.015321211507295568,500,-1,6,2892.0,0,9,1,1.2948168407351956e-12,18724528.0,380,370397510.0,1e-14,465,8.019488937369561e-14
0.0002,0.015321211507295568,500,-1,6,5204.0,0,7,1,2.4119511845074055e-12,18724528.0,368,231151971.0,1e-14,395,5.0046790927014314e-14
0.0002,0.015321211507295568,500,-1,6,4374.0,0,4,1,2.0059230598972073e-12,18724528.0,399,458077491.0,1e-14,439,9.917851152758842e-14
0.0002,0.015321211507295568,500,-1,6,6261.0,1,7,1,2.9146801601485795e-12,18724528.0,350,801577799.0,1e-14,386,1.7354987865662332e-13
0.0002,0.015321211507295568,500,-1,6,5605.0,0,8,1,2.612827504512394e-12,18724528.0,342,285170560.0,1e-14,374,6.174237378603009e-14
0.0002,0.015321211507295568,500,-1,6,5045.0,1,8,1,2.311010467208109e-12,18724528.0,321,761981679.0,1e-14,392,1.649769094079166e-13
0.0002,0.015321211507295568,500,-1,6,5135.0,1,5,1,2.3369026527229128e-12,18724528.0,347,618665397.0,1e-14,383,1.3394745302620543e-13
0.0002,0.015321211507295568,500,-1,6,3829.0,0,6,1,1.7141150304212999e-12,18724528.0,359,478160731.0,1e-14,460,1.0352674056958544e-13
0.0002,0.015321211507295568,500,-1,6,5348.0,0,6,1,2.375969558440413e-12,18724528.0,356,475073727.0,1e-14,397,1.0285837229606176e-13
0.0002,0.015321211507295568,500,438,6,7966.0,1,8,1,3.5768748033886e-12,18724528.0,329,684615722.0,1e-14,355,1.48226380056612e-13
0.0002,0.015321211507295568,500,-1,6,4928.0,1,5,1,2.2105450626274744e-12,18724528.0,341,533690824.0,1e-14,373,1.1554957966762917e-13
0.0002,0.015321211507295568,500,-1,6,4313.0,0,5,1,1.8630284891416586e-12,18724528.0,343,339417759.0,1e-14,371,7.348745307297739e-14
0.0002,0.015321211507295568,500,-1,6,6178.0,0,14,1,2.6212109120335307e-12,18724528.0,327,308882723.0,1e-14,356,6.687630216636946e-14
0.0002,0.015321211507295568,500,-1,6,3751.0,0,5,1,1.678285739944222e-12,18724528.0,401,448772032.0,1e-14,716,9.716378347210966e-14
0.0002,0.015321211507295568,500,-1,6,6543.0,0,10,1,2.812231479752478e-12,18724528.0,318,418457694.0,1e-14,345,9.060041596365414e-14
0.0002,0.015321211507295568,500,434,6,7663.0,1,7,1,3.352312287691014e-12,18724528.0,335,486826540.0,1e-14,359,1.0540297778858984e-13
0.0002,0.015321211507295568,500,-1,6,3661.0,1,5,1,1.63756192349374e-12,18724528.0,362,488583851.0,1e-14,429,1.0578345378379882e-13
0.0002,0.015321211507295568,500,-1,6,6509.0,1,7,1,2.8756527197186304e-12,18724528.0,330,485005124.0,1e-14,356,1.0500862239828649e-13
0.0002,0.015321211507295568,500,435,6,7521.0,1,5,1,3.2804602259556954e-12,18724528.0,311,973511282.0,1e-14,351,2.1077525484454418e-13
0.0002,0.015321211507295568,500,-1,6,4525.0,0,4,1,1.9539131418231136e-12,18724528.0,372,328393295.0,1e-14,401,7.110054266722364e-14
0.0002,0.015321211507295568,500,-1,6,5111.0,0,9,1,2.358114394003953e-12,18724528.0,334,328545600.0,1e-14,360,7.113351827396047e-14
0.0002,0.015321211507295568,500,-1,6,6595.0,1,9,1,2.715371633490159e-12,18724528.0,342,543132302.0,1e-14,374,1.1759375724251127e-13
0.0002,0.015321211507295568,500,-1,6,6635.0,1,6,1,2.827777919995748e-12,18724528.0,359,487140216.0,1e-14,395,1.0547089188477039e-13
0.0002,0.015321211507295568,500,457,6,10235.0,0,6,1,4.2368670824885015e-12,18724528.0,342,343103578.0,1e-14,371,7.428547098340138e-14
0.0002,0.015321211507295568,500,439,6,7257.0,0,11,1,3.2283121253558472e-12,18724528.0,324,445804787.0,1e-14,354,9.652134425992476e-14
0.0002,0.015321211507295568,500,-1,6,4823.0,0,12,1,2.2389060027027257e-12,18724528.0,362,474177290.0,1e-14,391,1.0266428441991628e-13
0.0002,0.015321211507295568,500,426,6,7231.0,1,13,1,3.11822155697683e-12,18724528.0,324,739945284.0,1e-14,351,1.6020580212045087e-13
0.0002,0.015321211507295568,500,-1,6,2829.0,0,12,1,1.2592751062958801e-12,18724528.0,376,301846075.0,1e-14,399,6.535279514300516e-14
