Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.016585543392311382,500,-1,0,2758.0,0,8,1100,9.678039303126675e-13,18724528.0,536,29273918.0,1e-14,-1,6.338105824590008e-15
0.0002,0.016585543392311382,500,-1,0,3609.0,0,3,1333,1.4686094870189073e-12,18724528.0,642,45857631.0,1e-14,-1,9.928651099692207e-15
0.0002,0.016585543392311382,500,-1,0,5223.0,0,15,1200,1.9309232550629123e-12,18724528.0,526,61541249.0,1e-14,571,1.3324316503839494e-14
0.0002,0.016585543392311382,500,-1,0,2666.0,0,10,1093,9.093112435173578e-13,18724528.0,559,36199297.0,1e-14,-1,7.837521959368873e-15
0.0002,0.016585543392311382,500,816,6,7664.0,1,10,1,3.1234226858352816e-12,18724528.0,494,959300881.0,1e-14,586,2.0769855614818713e-13
0.0002,0.016585543392311382,500,-1,6,124.0,0,8,1,1.9344076139262356e-14,18724528.0,45,38237725.0,1e-14,-1,9.493522915918627e-15
0.0002,0.016585543392311382,500,-1,0,4494.0,0,8,1262,1.703727141412851e-12,18724528.0,539,50953298.0,1e-14,614,1.1031915674419478e-14
0.0002,0.016585543392311382,500,-1,0,6986.0,0,13,1308,2.500238167178063e-12,18724528.0,536,90715368.0,1e-14,583,1.9640814813398948e-14
0.0002,0.016585543392311382,500,-1,6,6461.0,1,9,1,2.65673841741356e-12,18724528.0,545,1055487089.0,1e-14,788,2.2852386436863173e-13
0.0002,0.016585543392311382,500,-1,0,5946.0,0,6,1374,2.253987802454826e-12,18724528.0,561,50788458.0,1e-14,708,1.0996226110619871e-14
0.0002,0.016585543392311382,500,-1,0,1831.0,0,7,1177,6.795223399994745e-13,18724528.0,709,32582867.0,1e-14,-1,7.054527484655168e-15
0.0002,0.016585543392311382,500,-1,0,5413.0,0,9,1322,2.119341787922685e-12,18724528.0,507,59953193.0,1e-14,549,1.298048596556392e-14
0.0002,0.016585543392311382,500,-1,0,344.0,0,4,811,1.2642184235230514e-13,18724528.0,-1,4812214.0,1e-14,-1,1.0418940704340836e-15
