Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.015522372763146953,500,-1,6,3220.0,0,8,1,1.5604692249598822e-12,18724528.0,396,431030014.0,1e-14,446,9.332245319217309e-14
0.0002,0.015522372763146953,500,-1,0,3.0,0,4,190,5.282852200378375e-19,18724528.0,-1,49.0,1e-14,-1,1.0609006467972974e-20
0.0002,0.015522372763146953,500,-1,6,3798.0,0,2,1,1.848830141845583e-12,18724528.0,430,229558951.0,1e-14,468,4.970188563143043e-14
0.0002,0.015522372763146953,500,-1,0,5656.0,0,4,1263,2.633067382857246e-12,18724528.0,419,70803671.0,1e-14,537,1.5329726603984295e-14
0.0002,0.015522372763146953,500,-1,6,5796.0,1,11,1,2.864504209764065e-12,18724528.0,321,639253565.0,1e-14,349,1.3840500419917923e-13
0.0002,0.015522372763146953,500,-1,6,3237.0,0,10,1,1.5392646536351305e-12,18724528.0,367,476260429.0,1e-14,479,1.0311530554490989e-13
0.0002,0.015522372763146953,500,-1,6,5257.0,0,7,1,2.530023133839536e-12,18724528.0,361,480284230.0,1e-14,460,1.0398650005174326e-13
0.0002,0.015522372763146953,500,-1,6,4805.0,1,9,1,2.3196460291619555e-12,18724528.0,338,586536306.0,1e-14,379,1.2699117273581577e-13
0.0002,0.015522372763146953,500,-1,6,5343.0,1,6,1,2.6287478633023257e-12,18724528.0,347,685303780.0,1e-14,380,1.483753517254353e-13
0.0002,0.015522372763146953,500,-1,6,4637.0,0,10,1,2.2497398722590344e-12,18724528.0,303,256565671.0,1e-14,329,5.554911965507805e-14
0.0002,0.015522372763146953,500,695,0,9215.0,0,6,1468,4.280027754382095e-12,18724528.0,412,73840537.0,1e-14,537,1.598723948227751e-14
0.0002,0.015522372763146953,500,-1,6,4766.0,0,6,1,2.290577103102355e-12,18724528.0,371,451596753.0,1e-14,401,9.7775364765155e-14
0.0002,0.015522372763146953,500,-1,6,5090.0,0,3,1,2.455143814625656e-12,18724528.0,361,461447164.0,1e-14,391,9.990808056130176e-14
0.0002,0.015522372763146953,500,-1,6,3063.0,1,7,1,1.4158141172942958e-12,18724528.0,389,626184617.0,1e-14,663,1.3557544187547306e-13
0.0002,0.015522372763146953,500,-1,6,5226.0,0,9,1,2.4492112032151405e-12,18724528.0,378,473841303.0,1e-14,423,1.0259153976162742e-13
0.0002,0.015522372763146953,500,-1,0,2321.0,0,3,996,1.0213908189569466e-12,18724528.0,432,47379381.0,1e-14,483,1.025812570362359e-14
0.0002,0.015522372763146953,500,500,6,6544.0,0,13,1,3.1212325826754944e-12,18724528.0,340,469171018.0,1e-14,367,1.0158037478668288e-13
0.0002,0.015522372763146953,500,473,6,6581.0,1,11,1,3.1609446333348515e-12,18724528.0,341,555250119.0,1e-14,371,1.2021738987375032e-13
0.0002,0.015522372763146953,500,477,6,7562.0,1,9,1,3.6350232528227125e-12,18724528.0,370,845821492.0,1e-14,397,1.8312909549752146e-13
0.0002,0.015522372763146953,500,667,0,9942.0,0,7,1422,4.589891178785357e-12,18724528.0,422,85150590.0,1e-14,532,1.843598285840234e-14
0.0002,0.015522372763146953,500,478,6,7988.0,0,14,1,3.837417436076137e-12,18724528.0,353,440493759.0,1e-14,387,9.537145180270881e-14
0.0002,0.015522372763146953,500,-1,6,5027.0,1,10,1,2.3873841253893882e-12,18724528.0,348,692485090.0,1e-14,377,1.4993017956703773e-13
0.0002,0.015522372763146953,500,527,6,6825.0,0,7,1,3.3566497585509203e-12,18724528.0,373,353136912.0,1e-14,400,7.645779149975517e-14
0.0002,0.015522372763146953,500,-1,6,4792.0,0,9,1,2.343106698811568e-12,18724528.0,340,336430025.0,1e-14,366,7.28405777805165e-14
0.0002,0.015522372763146953,500,511,6,7431.0,1,8,1,3.6300403003473794e-12,18724528.0,364,540782413.0,1e-14,394,1.1708498198536797e-13
0.0002,0.015522372763146953,500,499,6,6654.0,1,11,1,3.226277232393704e-12,18724528.0,366,668109099.0,1e-14,393,1.446525255633183e-13
0.0002,0.015522372763146953,500,-1,6,4195.0,0,12,1,2.007663810577162e-12,18724528.0,345,230436265.0,1e-14,385,4.989183318041907e-14
0.0002,0.015522372763146953,500,-1,6,5395.0,1,7,1,2.635602750719777e-12,18724528.0,350,510180502.0,1e-14,381,1.1045935195003474e-13
0.0002,0.015522372763146953,500,-1,6,4744.0,1,9,1,2.2730199536684635e-12,18724528.0,354,623034026.0,1e-14,385,1.3489330635920908e-13
0.0002,0.015522372763146953,500,484,6,6586.0,0,11,1,3.2218318830937427e-12,18724528.0,352,355580090.0,1e-14,381,7.698676478964108e-14
0.0002,0.015522372763146953,500,678,6,6931.0,0,5,1,3.381594936516122e-12,18724528.0,399,387253879.0,1e-14,489,8.38444674909923e-14
0.0002,0.015522372763146953,500,-1,6,5841.0,1,7,1,2.8415395256730263e-12,18724528.0,327,513369738.0,1e-14,364,1.1114985450823647e-13
0.0002,0.015522372763146953,500,564,6,8670.0,1,4,1,4.212910519513728e-12,18724528.0,390,748221933.0,1e-14,426,1.6199778217706605e-13
0.0002,0.015522372763146953,500,-1,0,537.0,0,5,698,2.150826478720527e-13,18724528.0,-1,9545616.0,1e-14,-1,2.066724528260945e-15
0.0002,0.015522372763146953,500,535,6,6542.0,0,9,1,3.185876329634441e-12,18724528.0,388,397901563.0,1e-14,420,8.614980113231745e-14
0.0002,0.015522372763146953,500,-1,6,5549.0,0,9,1,2.6762588886373248e-12,18724528.0,352,231133231.0,1e-14,382,5.0042733523316164e-14
0.0002,0.015522372763146953,500,-1,6,3722.0,0,5,1,1.8022724600186665e-12,18724528.0,376,334975980.0,1e-14,410,7.252576200888958e-14
0.0002,0.015522372763146953,500,488,6,7405.0,0,7,1,3.575948994799021e-12,18724528.0,368,345884021.0,1e-14,396,7.488746563178572e-14
0.0002,0.015522372763146953,500,440,6,7819.0,1,10,1,3.807890910008468e-12,18724528.0,310,1223306359.0,1e-14,342,2.648584709172137e-13
0.0002,0.015522372763146953,500,-1,6,5921.0,0,8,1,2.857881380722949e-12,18724528.0,350,361815789.0,1e-14,399,7.833685807583148e-14
0.0002,0.015522372763146953,500,-1,6,6198.0,0,7,1,2.975594441655951e-12,18724528.0,370,278883259.0,1e-14,408,6.038110813347718e-14
0.0002,0.015522372763146953,500,-1,6,5359.0,0,10,1,2.5594295027329666e-12,18724528.0,384,339105295.0,1e-14,414,7.341980138732402e-14
0.0002,0.015522372763146953,500,-1,6,4840.0,0,2,1,2.3374180393396796e-12,18724528.0,403,376373781.0,1e-14,435,8.148881381641716e-14
0.0002,0.015522372763146953,500,-1,6,2509.0,1,5,1,1.187691893888776e-12,18724528.0,379,607686504.0,1e-14,522,1.3157040921297708e-13
0.0002,0.015522372763146953,500,-1,6,4982.0,0,7,1,2.3907009533178776e-12,18724528.0,349,374056429.0,1e-14,376,8.098708315607901e-14
0.0002,0.015522372763146953,500,-1,6,5541.0,0,8,1,2.6588327043571357e-12,18724528.0,370,396567350.0,1e-14,401,8.58609302272837e-14
0.0002,0.015522372763146953,500,-1,6,5676.0,1,8,1,2.7000838490519688e-12,18724528.0,384,867595155.0,1e-14,430,1.8784331859136755e-13
0.0002,0.015522372763146953,500,542,6,6860.0,0,4,1,3.3234056657902238e-12,18724528.0,342,163341605.0,1e-14,409,3.5365145794573194e-14
0.0002,0.015522372763146953,500,497,6,7323.0,0,6,1,3.566688940391258e-12,18724528.0,351,466254151.0,1e-14,380,1.0094884293220918e-13
0.0002,0.015522372763146953,500,-1,6,4292.0,0,6,1,2.071768637977892e-12,18724528.0,368,344984013.0,1e-14,394,7.469260459723006e-14
0.0002,0.015522372763146953,500,554,6,8581.0,0,5,1,4.169871256007605e-12,18724528.0,385,479250766.0,1e-14,423,1.0376274441377542e-13
0.0002,0.015522372763146953,500,465,6,8337.0,0,12,1,4.111230454058365e-12,18724528.0,358,363381731.0,1e-14,384,7.867590070453497e-14
0.0002,0.015522372763146953,500,-1,6,5146.0,1,8,1,2.523823850112235e-12,18724528.0,362,950102001.0,1e-14,393,2.057069035478176e-13
0.0002,0.015522372763146953,500,-1,6,5575.0,0,10,1,2.6548620987866697e-12,18724528.0,363,393980996.0,1e-14,394,8.530095785351907e-14
0.0002,0.015522372763146953,500,-1,6,3032.0,1,5,1,1.4631922029013255e-12,18724528.0,365,604966569.0,1e-14,469,1.3098151517200848e-13
0.0002,0.015522372763146953,500,-1,6,2908.0,0,8,1,1.3660521820881323e-12,18724528.0,372,475400431.0,1e-14,413,1.0292910708890085e-13
0.0002,0.015522372763146953,500,-1,6,4166.0,0,12,1,2.0044656229514918e-12,18724528.0,372,423521195.0,1e-14,402,9.169671626691113e-14
0.0002,0.015522372763146953,500,697,6,6826.0,0,7,1,3.122400910121788e-12,18724528.0,356,462697886.0,1e-14,435,1.0017887480186573e-13
0.0002,0.015522372763146953,500,-1,6,5102.0,0,9,1,2.3087338081956936e-12,18724528.0,350,362372445.0,1e-14,378,7.845737985347308e-14
0.0002,0.015522372763146953,500,508,6,7051.0,0,6,1,3.2049013381720965e-12,18724528.0,358,393449720.0,1e-14,387,8.518593110820725e-14
0.0002,0.015522372763146953,500,-1,6,3239.0,1,6,1,1.4449676664187543e-12,18724528.0,389,586129147.0,1e-14,431,1.2690301860388738e-13
0.0002,0.015522372763146953,500,570,0,9670.0,0,9,1490,4.1127726762351854e-12,18724528.0,377,153995210.0,1e-14,432,3.3341554671976664e-14
0.0002,0.015522372763146953,500,456,6,8032.0,0,8,1,3.664275403352347e-12,18724528.0,335,483398760.0,1e-14,366,1.0466082798877784e-13
