Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,classicStreamer,elecLimit,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.019020631749550408,500,-1,0,5562.0,1,0,0,12,980,1.5180197732820512e-12,18724528.0,449,67072607.0,1e-14,485,1.4521912683404276e-14
0.0002,0.019020631749550408,500,747,4,8976.0,1,1,1,9,747,3.3187508524830648e-12,18724528.0,483,1736017560.0,1e-14,515,3.7586574535825834e-13
0.0002,0.019020631749550408,500,765,4,10942.0,1,1,1,5,767,3.4207479938614482e-12,18724528.0,513,1186973803.0,1e-14,547,2.5699209700696873e-13
0.0002,0.019020631749550408,500,564,4,11024.0,1,1,1,8,565,5.187680596925817e-12,18724528.0,414,9254690203.0,1e-14,453,2.0037360861778175e-12
0.0002,0.019020631749550408,500,-1,0,5593.0,1,0,0,7,1153,1.7520665792452911e-12,18724528.0,513,52762382.0,1e-14,610,1.1423601059258389e-14
0.0002,0.019020631749550408,500,534,4,14093.0,1,1,1,11,621,4.993213736757819e-12,18724528.0,388,4302903561.0,1e-14,432,9.316230961165898e-13
0.0002,0.019020631749550408,500,533,4,15161.0,1,1,1,12,592,4.626625463630841e-12,18724528.0,392,1108916868.0,1e-14,424,2.4009196377665994e-13
0.0002,0.019020631749550408,500,566,4,15552.0,1,1,1,15,647,5.249078709751023e-12,18724528.0,414,3819085978.0,1e-14,446,8.268715886193245e-13
0.0002,0.019020631749550408,500,578,4,15740.0,1,1,1,11,697,4.778678197514421e-12,18724528.0,417,1283789475.0,1e-14,455,2.779536906896043e-13
0.0002,0.019020631749550408,500,559,4,6923.0,1,1,1,7,559,5.7838962642213175e-12,18724528.0,429,17439549722.0,1e-14,471,3.7758427714129456e-12
0.0002,0.019020631749550408,500,-1,0,5762.0,1,0,0,7,1096,1.4375721358043043e-12,18724528.0,477,47751131.0,1e-14,564,1.0338613421061733e-14
