Dx,Dt,iNstep,thrCrossTimeStep,avalStatus,computeTime,streamer,classicStreamer,elecLimit,nCluster,size,finalChargesTot,ElecThr,ElecThrReachedTime,ElecMax,InducedChargeThr,InducedChargeThrTime,ChargeMax
0.0002,0.017541403611339806,500,283,0,7556.0,1,0,0,9,529,1.0705182634783818e-12,18724528.0,289,68444613.0,1e-14,326,1.481896616356953e-14
0.0002,0.017541403611339806,500,303,0,9804.0,0,0,0,9,590,1.4833188790334693e-12,18724528.0,303,93565857.0,1e-14,324,2.0257975144784393e-14
0.0002,0.017541403611339806,500,292,0,10001.0,1,0,0,5,589,1.4722936327434421e-12,18724528.0,290,88017030.0,1e-14,314,1.9056596746158587e-14
0.0002,0.017541403611339806,500,150,0,10171.0,1,0,0,12,675,1.4590717026784748e-12,18724528.0,154,130472722.0,1e-14,206,2.8248692889633457e-14
0.0002,0.017541403611339806,500,341,0,1288.0,0,0,0,8,440,1.4133563679542315e-13,18724528.0,-1,8789001.0,1e-14,-1,1.9029095603269577e-15
0.0002,0.017541403611339806,500,247,0,12058.0,1,0,0,9,623,1.7458393607048991e-12,18724528.0,247,159147654.0,1e-14,269,3.4457112054055616e-14
0.0002,0.017541403611339806,500,313,0,14594.0,1,0,0,12,633,2.1631709945862416e-12,18724528.0,312,135309090.0,1e-14,333,2.929581655072526e-14
0.0002,0.017541403611339806,500,302,0,15061.0,1,0,0,7,625,2.2675713288136885e-12,18724528.0,303,165208154.0,1e-14,338,3.576927294587504e-14
0.0002,0.017541403611339806,500,295,0,15987.0,1,0,0,10,572,2.3236540827931703e-12,18724528.0,293,152458691.0,1e-14,313,3.30088824268917e-14
0.0002,0.017541403611339806,500,283,0,16241.0,1,0,0,9,557,2.443828070138909e-12,18724528.0,281,161156069.0,1e-14,301,3.489195466069589e-14
0.0002,0.017541403611339806,500,319,0,7863.0,1,0,0,7,578,1.0506102376704798e-12,18724528.0,317,81928455.0,1e-14,340,1.7738357326653727e-14
0.0002,0.017541403611339806,500,334,0,10739.0,1,0,0,4,761,1.506261667650734e-12,18724528.0,333,138955534.0,1e-14,356,3.00853093666661e-14
0.0002,0.017541403611339806,500,279,0,20374.0,1,0,0,13,579,2.9906353724839896e-12,18724528.0,277,191634197.0,1e-14,297,4.149078439709811e-14
0.0002,0.017541403611339806,500,299,0,11672.0,1,0,0,8,571,1.7162775677016084e-12,18724528.0,297,109577401.0,1e-14,318,2.372463991740138e-14
0.0002,0.017541403611339806,500,267,0,26513.0,1,0,0,15,639,3.8997076663175246e-12,18724528.0,264,242099613.0,1e-14,286,5.241706857572967e-14
0.0002,0.017541403611339806,500,277,0,27143.0,1,0,0,11,623,3.891852053620515e-12,18724528.0,275,242595457.0,1e-14,299,5.252442392681345e-14
0.0002,0.017541403611339806,500,298,0,11662.0,1,0,0,11,607,1.6838305692182388e-12,18724528.0,297,151091887.0,1e-14,319,3.271295523349471e-14
0.0002,0.017541403611339806,500,298,0,16636.0,1,0,0,8,731,2.3947871723766695e-12,18724528.0,296,151442615.0,1e-14,322,3.27888914706478e-14
