6e+07	187.114
8.49e+07	122.35
1.098e+08	95.7039
1.347e+08	82.4375
1.596e+08	75.0507
1.845e+08	70.6364
2.094e+08	67.8762
2.343e+08	66.1026
2.592e+08	64.9494
2.841e+08	64.2022
3.09e+08	63.7294
3.339e+08	63.4469
3.588e+08	63.2989
3.837e+08	63.2476
4.086e+08	63.2667
4.335e+08	63.3373
4.584e+08	63.4459
4.833e+08	63.5826
5.082e+08	63.7401
5.331e+08	63.9128
5.58e+08	64.0964
5.829e+08	64.2879
6.078e+08	64.4846
6.327e+08	64.6848
6.576e+08	64.8868
6.825e+08	65.0897
7.074e+08	65.2924
7.323e+08	65.4942
7.572e+08	65.6947
7.821e+08	65.8934
8.07e+08	66.09
8.319e+08	66.2842
8.568e+08	66.4758
8.817e+08	66.6648
9.066e+08	66.8509
9.315e+08	67.0342
9.564e+08	67.2146
9.813e+08	67.3921
1.0062e+09	67.5666
1.0311e+09	67.7383
1.056e+09	67.907
1.0809e+09	68.0729
1.1058e+09	68.2359
1.1307e+09	68.3961
1.1556e+09	68.5536
1.1805e+09	68.7083
1.2054e+09	68.8604
1.2303e+09	69.0099
1.2552e+09	69.1568
1.2801e+09	69.3012
1.305e+09	69.4431
1.3299e+09	69.5826
1.3548e+09	69.7197
1.3797e+09	69.8545
1.4046e+09	69.987
1.4295e+09	70.1173
1.4544e+09	70.2454
1.4793e+09	70.3713
1.5042e+09	70.4952
1.5291e+09	70.617
1.554e+09	70.7368
1.5789e+09	70.8547
1.6038e+09	70.9706
1.6287e+09	71.0847
1.6536e+09	71.1968
1.6785e+09	71.3072
1.7034e+09	71.4158
1.7283e+09	71.5227
1.7532e+09	71.6278
1.7781e+09	71.7313
1.803e+09	71.8332
1.8279e+09	71.9334
1.8528e+09	72.0321
1.8777e+09	72.1292
1.9026e+09	72.2249
1.9275e+09	72.319
1.9524e+09	72.4117
1.9773e+09	72.5029
2.0022e+09	72.5927
2.0271e+09	72.6812
2.052e+09	72.7683
2.0769e+09	72.8541
2.1018e+09	72.9386
2.1267e+09	73.0219
2.1516e+09	73.1038
2.1765e+09	73.1846
2.2014e+09	73.2641
2.2263e+09	73.3425
2.2512e+09	73.4197
2.2761e+09	73.4958
2.301e+09	73.5707
2.3259e+09	73.6445
2.3508e+09	73.7173
2.3757e+09	73.789
2.4006e+09	73.8597
2.4255e+09	73.9293
2.4504e+09	73.998
2.4753e+09	74.0656
2.5002e+09	74.1323
2.5251e+09	74.1981
2.55e+09	74.2629
2.5749e+09	74.3268
2.5998e+09	74.3898
2.6247e+09	74.4519
2.6496e+09	74.5132
2.6745e+09	74.5736
2.6994e+09	74.6331
2.7243e+09	74.6919
2.7492e+09	74.7498
2.7741e+09	74.8069
2.799e+09	74.8633
2.8239e+09	74.9189
2.8488e+09	74.9737
2.8737e+09	75.0278
2.8986e+09	75.0811
2.9235e+09	75.1338
2.9484e+09	75.1857
2.9733e+09	75.237
2.9982e+09	75.2875
3.0231e+09	75.3374
3.048e+09	75.3867
3.0729e+09	75.4353
3.0978e+09	75.4832
3.1227e+09	75.5306
3.1476e+09	75.5773
3.1725e+09	75.6234
3.1974e+09	75.6689
3.2223e+09	75.7139
3.2472e+09	75.7582
3.2721e+09	75.802
3.297e+09	75.8453
3.3219e+09	75.888
3.3468e+09	75.9301
3.3717e+09	75.9717
3.3966e+09	76.0128
3.4215e+09	76.0534
3.4464e+09	76.0935
3.4713e+09	76.1331
3.4962e+09	76.1722
3.5211e+09	76.2108
3.546e+09	76.249
3.5709e+09	76.2867
3.5958e+09	76.3239
3.6207e+09	76.3607
3.6456e+09	76.397
3.6705e+09	76.4329
3.6954e+09	76.4683
3.7203e+09	76.5034
3.7452e+09	76.538
3.7701e+09	76.5722
3.795e+09	76.606
3.8199e+09	76.6394
3.8448e+09	76.6724
3.8697e+09	76.7051
3.8946e+09	76.7373
3.9195e+09	76.7692
3.9444e+09	76.8007
3.9693e+09	76.8318
3.9942e+09	76.8626
4.0191e+09	76.8931
4.044e+09	76.9231
4.0689e+09	76.9529
4.0938e+09	76.9823
4.1187e+09	77.0114
4.1436e+09	77.0401
4.1685e+09	77.0686
4.1934e+09	77.0967
4.2183e+09	77.1245
4.2432e+09	77.152
4.2681e+09	77.1792
4.293e+09	77.206
4.3179e+09	77.2326
4.3428e+09	77.2589
4.3677e+09	77.285
4.3926e+09	77.3107
4.4175e+09	77.3361
4.4424e+09	77.3613
4.4673e+09	77.3862
4.4922e+09	77.4109
4.5171e+09	77.4353
4.542e+09	77.4594
4.5669e+09	77.4833
4.5918e+09	77.5069
4.6167e+09	77.5303
4.6416e+09	77.5534
