6e+07	269.822
8.49e+07	176.278
1.098e+08	137.809
1.347e+08	118.656
1.596e+08	107.987
1.845e+08	101.607
2.094e+08	97.6118
2.343e+08	95.0406
2.592e+08	93.3643
2.841e+08	92.2742
3.09e+08	91.5804
3.339e+08	91.1614
3.588e+08	90.9371
3.837e+08	90.8527
4.086e+08	90.8702
4.335e+08	90.9626
4.584e+08	91.1102
4.833e+08	91.2989
5.082e+08	91.5178
5.331e+08	91.7591
5.58e+08	92.0165
5.829e+08	92.2855
6.078e+08	92.5625
6.327e+08	92.8447
6.576e+08	93.1299
6.825e+08	93.4165
7.074e+08	93.7032
7.323e+08	93.9889
7.572e+08	94.2728
7.821e+08	94.5544
8.07e+08	94.833
8.319e+08	95.1084
8.568e+08	95.3803
8.817e+08	95.6484
9.066e+08	95.9126
9.315e+08	96.1728
9.564e+08	96.4289
9.813e+08	96.6809
1.0062e+09	96.9288
1.0311e+09	97.1725
1.056e+09	97.4121
1.0809e+09	97.6475
1.1058e+09	97.8789
1.1307e+09	98.1063
1.1556e+09	98.3297
1.1805e+09	98.5491
1.2054e+09	98.7647
1.2303e+09	98.9765
1.2552e+09	99.1845
1.2801e+09	99.3888
1.305e+09	99.5894
1.3299e+09	99.7865
1.3548e+09	99.9801
1.3797e+09	100.17
1.4046e+09	100.357
1.4295e+09	100.541
1.4544e+09	100.721
1.4793e+09	100.898
1.5042e+09	101.072
1.5291e+09	101.243
1.554e+09	101.411
1.5789e+09	101.576
1.6038e+09	101.738
1.6287e+09	101.897
1.6536e+09	102.054
1.6785e+09	102.208
1.7034e+09	102.359
1.7283e+09	102.508
1.7532e+09	102.654
1.7781e+09	102.797
1.803e+09	102.939
1.8279e+09	103.077
1.8528e+09	103.214
1.8777e+09	103.347
1.9026e+09	103.479
1.9275e+09	103.608
1.9524e+09	103.735
1.9773e+09	103.859
2.0022e+09	103.981
2.0271e+09	104.101
2.052e+09	104.219
2.0769e+09	104.334
2.1018e+09	104.447
